ch 1,ch 2,ch 3,ch 4,ch 5,ch 6,ch 7,ch 8,ch 9,ch 10,ch 11,ch 12,ch 13,ch 14,ch 15,angle
0.0006663600057236724,7.828050785223281e-07,7.828050785223281e-07,0.0007776933315979529,1.913063486100751e-18,0.03178963930332776,0.0010281371745475172,0.0010281371745475172,0.031733440508625255,1.734429578137642e-05,0.024111752890711106,0.0005883302839321387,0.0005883302839321387,0.024034432491784722,3.634168114058885e-21,0.007943205020245703
0.0031650743177231997,1.1080772963496793e-05,1.1080772963496793e-05,0.0032165760007855097,9.523106419859658e-18,0.02996700753664315,0.0009151952652497949,0.0009151952652497949,0.02992054384033745,1.619434777956897e-05,0.024275118399416776,0.0005962442933590691,0.0005962442933590691,0.02419705574537529,3.67582548460828e-21,0.007952543614178468
0.004524526548952098,2.1405240498168736e-05,2.1405240498168736e-05,0.004513972455187452,1.396957966575969e-17,0.025581077937217724,0.0006708636601768833,0.0006708636601768833,0.025568217186759726,1.3511356348502335e-05,0.01943799072661983,0.0003869876638589754,0.0003869876638589754,0.01945011927900414,2.5703842287137912e-21,0.007962142624303002
0.0031321178429805775,1.0992543933019022e-05,1.0992543933019022e-05,0.003203303421178325,9.418073405945828e-18,0.018758318736378333,0.0003664247018126627,0.0003664247018126627,0.018807885807918912,9.564200918705205e-06,0.01026699607167236,0.00011600748110128567,0.00011600748110128567,0.010547856150000862,1.0625349520128565e-21,0.007971994719215999
0.0010963632715666116,2.0757450753483576e-06,2.0757450753483576e-06,0.0013309010431674327,3.172918939736981e-18,0.010816855760862039,0.00012735690221642843,0.00012735690221642843,0.010950362324260058,5.295762124893794e-06,0.00203022297697675,6.36005005096568e-06,6.36005005096568e-06,0.0023050639723446696,1.7088132420354924e-22,0.007982091920097079
0.005678069297078843,3.50450128510374e-05,3.50450128510374e-05,0.005807113975211857,1.792254785795634e-17,0.0036599415727924956,1.8046370627787988e-05,1.8046370627787988e-05,0.003919453554822777,1.7282643209326072e-06,0.007564951676163959,6.139735353350356e-05,6.139735353350356e-05,0.007613058157669426,7.305469573453973e-22,0.007992425698777445
0.00978301195312043,9.830727199142211e-05,9.830727199142211e-05,0.009802244667640124,3.344493598884498e-17,0.0007049740496667065,1.2587529780121081e-06,1.2587529780121081e-06,0.000829855471418935,3.2800784768799394e-07,0.0096581667037219,9.636422187930555e-05,9.636422187930555e-05,0.009593723780510955,9.839421572839699e-22,0.008002987072766003
0.011230296998430861,0.00012841828310718298,0.00012841828310718298,0.011219500988867375,3.950643578511823e-17,0.002316860592712231,6.70959341826545e-06,6.70959341826545e-06,0.002269904272636326,1.0867053115831627e-06,0.006549824031979967,4.659844416565766e-05,4.659844416565766e-05,0.006603975973071796,6.165017207005816e-22,0.008013766700500406
0.009520501949713562,9.323309074364053e-05,9.323309074364053e-05,0.009542958754417203,3.23799518603718e-17,0.0017757340118387877,4.276168672842338e-06,4.276168672842338e-06,0.001752999758528734,8.306412762240679e-07,0.001377927752021233,3.588585511763959e-06,3.588585511763959e-06,0.001680739083570925,1.141587622514262e-22,0.008024754997723005
0.005532701899900493,3.315746745283395e-05,3.315746745283395e-05,0.0056454958363446875,1.7415033520937376e-17,0.00027514017126940957,3.522555981099199e-07,3.522555981099199e-07,0.0003421679003452386,1.277418351354859e-07,0.0028851216543358447,9.848958770108492e-06,9.848958770108492e-06,0.0029195873068108926,2.4795313676670873e-22,0.008035942286799077
0.0011455832866180953,2.378733875513021e-06,2.378733875513021e-06,0.0014321839456501988,3.318413899003352e-18,0.00011504060655568436,5.861964213440815e-08,5.861964213440815e-08,7.670687734394498e-05,5.336829845623759e-08,0.003958495522508745,1.70112949031391e-05,1.70112949031391e-05,0.003904013640815353,3.492929676204902e-22,0.00804731895762077
0.002115884025978979,5.2543435601354044e-06,5.2543435601354044e-06,0.0021808032943370806,6.2415679560300135e-18,4.846092797953101e-05,5.8080450876782596e-08,5.8080450876782596e-08,7.606514805359309e-05,2.2473962977499776e-08,0.001467153955376826,3.629078354991724e-06,3.629078354991724e-06,0.0016913235736889893,1.2181362897263168e-22,0.008058875615277515
0.003011079174711908,9.708395801088387e-06,9.708395801088387e-06,0.0030037365528074386,9.033420875910362e-18,0.0022150919054800934,6.822270332796093e-06,6.822270332796093e-06,0.002291384129499207,1.038442211827108e-06,0.0027676887263649364,1.0100843822209545e-05,1.0100843822209545e-05,0.002959370577436358,2.371785189502391e-22,0.008070603208377115
0.001145723549132564,2.139379399276722e-06,2.139379399276722e-06,0.0013527527627393969,3.3188288965517947e-18,0.005756875723158597,3.741768484751702e-05,3.741768484751702e-05,0.005784754935366535,2.7472694326725992e-06,0.006842054777330353,4.959346557797287e-05,4.959346557797287e-05,0.006819866329844242,6.487668829650038e-22,0.008082493137288017
0.002840304655622698,1.0235875434370387e-05,1.0235875434370387e-05,0.003087216802016463,8.493641441762647e-18,0.009390394221148776,9.430851540018638e-05,9.430851540018638e-05,0.009376675403033326,4.564245998730738e-06,0.008130020967560918,6.868930139797562e-05,6.868930139797562e-05,0.008065235329970924,7.964709870754698e-22,0.008094537340025933
0.007792516461185255,6.381797118184212e-05,6.381797118184212e-05,0.007875796272439554,2.5622704826060664e-17,0.012167316990525314,0.00015531580409446853,0.00015531580409446853,0.012127597030334761,5.997963275962632e-06,0.006035847404252374,3.91473873709986e-05,3.91473873709986e-05,0.00603467353109926,5.608365063354804e-22,0.008106728351361135
0.011646068437821726,0.00013850723032739375,0.00013850723032739375,0.011656259914587018,4.1308814662712786e-17,0.013756912246147756,0.00019716902961661843,0.00019716902961661843,0.013706719519550012,6.8367211578305045e-06,0.0022621246855102466,6.743936411841669e-06,6.743936411841669e-06,0.002379781110982343,1.9147743317211475e-22,0.00811905932882439
0.012890985916748882,0.00016881284405910238,0.00016881284405910238,0.012880237823002258,4.687488714575401e-17,0.014454778564657024,0.000217184089054579,0.000217184089054579,0.014402237956534848,7.209176497506579e-06,0.0,0.0,0.0,0.0,0.0,0.008131524043672312
0.01120136378479886,0.0001283304275505601,0.0001283304275505601,0.011215623704437835,3.9382041564836866e-17,0.014860065577444683,0.00022928989264561702,0.00022928989264561702,0.014807424274897434,7.426673841130841e-06,0.0015050537074823983,3.875015373248448e-06,3.875015373248448e-06,0.0017543956630291287,1.2507501267053215e-22,0.008144116843725777
0.007562897745606683,5.985875033739441e-05,5.985875033739441e-05,0.007624022748913283,2.4756962441943155e-17,0.015440421952762948,0.00024721835304915724,0.00024721835304915724,0.015388337406962124,7.739657490401738e-06,0.007819937274284717,6.818361305780158e-05,6.818361305780158e-05,0.008034675956940619,7.600744132811063e-22,0.008156832598876979
0.003643898542752334,1.4857588931580542e-05,1.4857588931580542e-05,0.0037421424072805486,1.1063710438917894e-17,0.016256136452493526,0.00027353815159400773,0.00027353815159400773,0.016204242486245374,8.182643620847906e-06,0.01685016897486624,0.00029443279934115936,0.00029443279934115936,0.016936782300698523,2.0760037544213965e-21,0.008169666633855781
0.00090314401074252,1.2321453585322721e-06,1.2321453585322721e-06,0.0010014872299552182,2.6043229242902564e-18,0.017019165576837806,0.00029932291962072574,0.00029932291962072574,0.01696630967489672,8.600294231906675e-06,0.024376632544810466,0.0006027123561495416,0.0006027123561495416,0.024329166799598168,3.7018755563051575e-21,0.008182614645478621
0.0,0.0,0.0,0.0,0.0,0.017310188770029645,0.00030944982128079874,0.00030944982128079874,0.0172565875984593,8.760427741933998e-06,0.02620672373707747,0.0006940401998568248,0.0006940401998568248,0.026123945399339515,4.193868368603761e-21,0.008195672604538209
0.0007398123680928526,8.207381415209926e-07,8.207381415209926e-07,0.000798707740922916,2.1268483831552766e-18,0.016811022062195296,0.00029220009338343494,0.00029220009338343494,0.016759189723671884,8.48604954021312e-06,0.021087141695190395,0.000454968046360686,0.000454968046360686,0.02110837230189357,2.9189109845056393e-21,0.008208836650748374
0.002415430495716191,6.564803395210051e-06,6.564803395210051e-06,0.0024504849038520294,7.165460141791906e-18,0.015577520061360059,0.0002516524279871512,0.0002516524279871512,0.015528730164027687,7.813858887569439e-06,0.011374073204519703,0.00014048453814429244,0.00014048453814429244,0.011629823353171101,1.2114453969204977e-21,0.008222102987929383
0.004254583852403262,1.9170408391387617e-05,1.9170408391387617e-05,0.004265847074504549,1.3068716545182712e-17,0.01421016224286296,0.00021011084459969116,0.00021011084459969116,0.014160255521084925,7.078328055775988e-06,0.0020645589752285305,7.342658198475991e-06,7.342658198475991e-06,0.0024922185715843615,1.7391644815063148e-22,0.008235467778448961
0.005724021664972281,3.402966533316246e-05,3.402966533316246e-05,0.005720732767427978,1.808354955684596e-17,0.013615782313600944,0.00019315553735744964,0.00019315553735744964,0.013563065418868857,6.7617140106640745e-06,0.005106782067656266,2.8880508584253706e-05,2.8880508584253706e-05,0.005152423616204347,4.636241791362327e-22,0.008248927035241714
0.006579464507934071,4.465299512311036e-05,4.465299512311036e-05,0.006569481716311321,2.1131413479541943e-17,0.01440216551552212,0.00021577464695494582,0.00021577464695494582,0.014354337426509945,7.181006134040966e-06,0.006257258142774184,4.139930836748023e-05,4.139930836748023e-05,0.00621204194780533,5.846482461537755e-22,0.008262476514289276
0.006744850557183555,4.687488287211761e-05,4.687488287211761e-05,0.0067337107360190855,2.173191231623089e-17,0.016378908936590716,0.00027791862913439377,0.00027791862913439377,0.016336162405407362,8.249629763215184e-06,0.0020563084915240504,7.118746552432215e-06,7.118746552432215e-06,0.0024507214813495053,1.7318669312791735e-22,0.008276111610614022
0.006208676404407603,3.986908404993825e-05,3.986908404993825e-05,0.0062014041352939555,1.9798441215603735e-17,0.018587260767371803,0.00035624094692812117,0.00035624094692812117,0.018539960770825023,9.468650582527287e-06,0.005785925029244868,4.065365602845694e-05,4.065365602845694e-05,0.00615385795677647,5.3425975074027465e-22,0.008289827259290866
0.005043491442193431,2.660430573533623e-05,2.660430573533623e-05,0.005045243704399419,1.5727047791407474e-17,0.019864234362543656,0.00040580781101536587,0.00040580781101536587,0.01981052588055175,1.0185898966583933e-05,0.014563902277492108,0.00022093072863356208,0.00022093072863356208,0.014641187409254023,1.687351458576544e-21,0.008303617841600759
0.00347797484160664,1.2990506165504085e-05,1.2990506165504085e-05,0.003491912027242085,1.0526753081429583e-17,0.019460513877442263,0.0003898111223001266,0.0003898111223001266,0.01940941052966068,9.958149362720612e-06,0.0212743733880659,0.000460202390933522,0.000460202390933522,0.021230741570671407,2.9602461938116533e-21,0.008317477094360098
0.001900956901232957,4.140411707424864e-06,4.140411707424864e-06,0.0019236998163260825,5.58496719220656e-18,0.017365058713616696,0.000311889841105793,0.000311889841105793,0.017325815530786524,8.790671679663988e-06,0.02399309523604805,0.0005822461293082831,0.0005822461293082831,0.023908665561402982,3.604114473950559e-21,0.008331398025354575
0.0007483949575116655,7.576294956916764e-07,7.576294956916764e-07,0.0007634687684137295,2.1518662645873955e-18,0.014331404368693644,0.00021420190954292588,0.00021420190954292588,0.014300702277616912,7.143142127501172e-06,0.022217018976502554,0.0005007611559063547,0.0005007611559063547,0.022156267218370888,3.1740727600852188e-21,0.008345372843708225
0.0003048335026349094,1.5402523490331983e-07,1.5402523490331983e-07,0.00029432554464751325,8.692827673031927e-19,0.011591713434142312,0.00014131881894169937,0.00014131881894169937,0.011552811750030185,5.6975086756590834e-06,0.0168251173549676,0.00029098177558998633,0.00029098177558998633,0.0168359119588203,2.0715106850844026e-21,0.008359392908319791
0.0005282709399672268,3.995894465482441e-07,3.995894465482441e-07,0.0005279430277369419,1.5127260590691202e-18,0.010297220332393423,0.00011194675438792016,0.00011194675438792016,0.010245706584729286,5.0280771644403385e-06,0.009548015612944036,9.797039060317475e-05,9.797039060317475e-05,0.009675191936748569,9.69965852396797e-22,0.008373448693519815
0.0010485001941185177,1.3304968101475884e-06,1.3304968101475884e-06,0.0010447224617935805,3.031689744741292e-18,0.010898935605196482,0.00012517193159243927,0.00012517193159243927,0.010853149125127245,5.338171788855921e-06,0.002338804037023576,9.073237033996387e-06,9.073237033996387e-06,0.0027937792689333796,1.9833805060687534e-22,0.008387529777429044
0.0014228739907222857,2.31812513398824e-06,2.31812513398824e-06,0.0014124612877980303,4.143073148827299e-18,0.012820755873864439,0.00017201142225462714,0.00017201142225462714,0.01278032181717158,6.341144206780934e-06,0.002814105679659044,9.993832369886157e-06,9.993832369886157e-06,0.0029425299530070584,2.4143009962401846e-22,0.008401624860739568
0.0014695644974700764,2.4603100802067333e-06,2.4603100802067333e-06,0.001458339228560812,4.282766819435872e-18,0.014745074965905084,0.0002259543722941711,0.0002259543722941711,0.014696872472719436,7.3648747222428545e-06,0.005286220037657828,2.9687480429929345e-05,2.9687480429929345e-05,0.005226937720413157,4.82064477067846e-22,0.008415721817264927
0.0013429491819783833,2.0787772635814823e-06,2.0787772635814823e-06,0.0013319497719975156,3.904506608934221e-18,0.015413928620680138,0.00024635653105923997,0.00024635653105923997,0.015360904519000577,7.725330242887747e-06,0.003981720127952905,1.787670045507262e-05,1.787670045507262e-05,0.004007493232296384,3.5154368629928055e-22,0.008429807770515623
0.001247393863913149,1.810750949275683e-06,1.810750949275683e-06,0.0012361071920166992,3.620211909322685e-18,0.014386504327773168,0.00021537308772043455,0.00021537308772043455,0.014340661653915067,7.172623591614948e-06,0.0014616862631912212,3.846672316395576e-06,3.846672316395576e-06,0.0017472296047582672,1.2134360606252852e-22,0.008443869189902453
0.0011383216130211973,1.530277937953838e-06,1.530277937953838e-06,0.0011279228117970855,3.2969315885595257e-18,0.012251237206163494,0.00015745586217945465,0.00015745586217945465,0.012213159753953894,6.041912397287481e-06,0.008421573917063012,7.803652563653869e-05,7.803652563653869e-05,0.008611094069632771,8.311884771047498e-22,0.008457892007198861
0.000771325374749364,7.7307311553852e-07,7.7307311553852e-07,0.0007722216877290413,2.2187465483020064e-18,0.010156896180630787,0.00010918552353249263,0.00010918552353249263,0.010114429987896837,4.956028248848518e-06,0.016008571477656143,0.0002638210649193786,0.0002638210649193786,0.016020184146693827,1.927970660620573e-21,0.008471861757173654
0.00012477867450319676,5.8151944571555875e-08,5.8151944571555875e-08,0.00015244327446025936,3.546384786307243e-19,0.008988171224190034,8.597455728312492e-05,8.597455728312492e-05,0.008937801976790812,4.359853158892385e-06,0.02040325308224771,0.0004223477984211109,0.0004223477984211109,0.02032936315894111,2.7710359297091737e-21,0.00848576374067657
0.0008257329172569577,9.22401606377794e-07,9.22401606377794e-07,0.0008527792637102254,2.377662884077038e-18,0.008802502200441154,8.254179815282399e-05,8.254179815282399e-05,0.008750873892886913,4.265780290048855e-06,0.019621109945335287,0.0003914224668477863,0.0003914224668477863,0.019562534936842263,2.6077410014118994e-21,0.008499583205962561
0.0017334263171856577,3.3934681636473267e-06,3.3934681636473267e-06,0.0017313507579050879,5.076782244076791e-18,0.008944790664836399,8.514688187124317e-05,8.514688187124317e-05,0.008893077679384487,4.3378579404809494e-06,0.013865830512530368,0.0002003323052909531,0.0002003323052909531,0.013931254023757934,1.5769087560866227e-21,0.008513305545751424
0.002152562651303422,5.075094728283702e-06,5.075094728283702e-06,0.002141410383025495,6.354144946490884e-18,0.008687976512922016,8.049557764774574e-05,8.049557764774574e-05,0.008637598147525129,4.207840427806907e-06,0.005430062207826838,3.6290448834325785e-05,3.6290448834325785e-05,0.005802148480858598,4.969614336411104e-22,0.008526916506237069
0.0019358959039589027,4.161530377325421e-06,4.161530377325421e-06,0.0019288750094244675,5.691349428933867e-18,0.007818729963346276,6.57090954762346e-05,6.57090954762346e-05,0.0077721856085263595,3.770230055196036e-06,0.002157801224965299,7.6170053812506735e-06,7.6170053812506735e-06,0.0025422153979198893,1.821837745352579e-22,0.008540402404986026
0.0012304244776856646,1.8117511241385076e-06,1.8117511241385076e-06,0.0012364774795748008,3.569830183265767e-18,0.006705479440410786,4.8896140584577936e-05,4.8896140584577936e-05,0.006659425652828626,3.2152932805455957e-06,0.006488195740801643,4.4525045910327065e-05,4.4525045910327065e-05,0.006450432040849503,6.097547499547411e-22,0.008553750357082234
0.0004370534530137887,3.093108599509647e-07,3.093108599509647e-07,0.0004533397644795098,1.249398152091709e-18,0.005941334618618195,3.873428677132651e-05,3.873428677132651e-05,0.005891314144072743,2.8379315280998177e-06,0.0064943928997703735,4.456785475265128e-05,4.456785475265128e-05,0.006453637892187934,6.104323062222396e-22,0.008566948507638278
3.270798803546083e-05,6.305695951684091e-09,6.305695951684091e-09,2.4836472512860576e-05,9.280193060350062e-20,0.005906498455638419,3.829699865671677e-05,3.829699865671677e-05,0.005856125343515286,2.8207966685958927e-06,0.0027550444265605333,1.017278286290074e-05,1.017278286290074e-05,0.002970641938052139,2.360219940957283e-22,0.008579986267610416
0.00028838637868758445,1.6329599617685796e-07,1.6329599617685796e-07,0.0003055118784355981,8.221296975691834e-19,0.006489272116379305,4.588303256564177e-05,4.588303256564177e-05,0.0064407472030231765,3.108230455692379e-06,0.0023260809772584923,8.136332138211399e-06,8.136332138211399e-06,0.0026344667571799652,1.971979570900951e-22,0.008592854551490345
0.0010951191122443183,1.4845600178219786e-06,1.4845600178219786e-06,0.0011093823851473453,3.169244632392856e-18,0.007103334302260119,5.455581143244714e-05,5.455581143244714e-05,0.00705272407216874,3.4129099058634554e-06,0.006928925642065077,5.103180513768423e-05,5.103180513768423e-05,0.006921229296341945,6.58445581302481e-22,0.008605546018564968
0.002038533578308479,4.621231197046376e-06,4.621231197046376e-06,0.0020384457706777944,6.004659459822149e-18,0.0070471998509094745,5.373939528266944e-05,5.373939528266944e-05,0.006997290783239845,3.384980074140906e-06,0.008860257981946475,8.129747397410438e-05,8.129747397410438e-05,0.008793758959317543,8.843469931092399e-22,0.008618055320834364
0.0026609585455860565,7.634497721878562e-06,7.634497721878562e-06,0.0026511942771258227,7.930439845648125e-18,0.006046732742323532,4.017622909863103e-05,4.017622909863103e-05,0.006005966484492407,2.889809971511555e-06,0.00766964171952899,6.168247285520811e-05,6.168247285520811e-05,0.0076312273076701775,7.426265491256282e-22,0.008630379358363827
0.0027517064011133596,8.137059265612976e-06,8.137059265612976e-06,0.002740623755841588,8.214947350889185e-18,0.0044935800027457165,2.2949233070180506e-05,2.2949233070180506e-05,0.004460504132986924,2.130819862859636e-06,0.00437116935025987,2.147172305520049e-05,2.147172305520049e-05,0.0044127244306176126,3.8966051865398863e-22,0.008642517540437919
0.0024724922313077804,6.627293361602326e-06,6.627293361602326e-06,0.002462639984642759,7.342623380887021e-18,0.003126427646699609,1.1646205256858429e-05,1.1646205256858429e-05,0.00308710562400814,1.472387298251102e-06,0.0008673422700505062,1.5784661933742008e-06,1.5784661933742008e-06,0.0010494365368635295,7.097769832373975e-23,0.008654472052120726
0.0022151752674087638,5.361453384533165e-06,5.361453384533165e-06,0.002204023025011415,6.546675043452432e-18,0.002450089321880978,7.411706017181135e-06,7.411706017181135e-06,0.002401011532533633,1.149962231128493e-06,0.0007676793810857823,8.724975661206678e-07,8.724975661206678e-07,0.0007339516859467498,6.26713767735252e-23,0.008666248129160255
0.0023090878946783514,5.811333849524996e-06,5.811333849524996e-06,0.002299111831203741,6.836290835668761e-18,0.0023865429210260625,7.061477346999286e-06,7.061477346999286e-06,0.0023364141671896378,1.119779950855248e-06,0.0003742646034509554,3.616818534380087e-07,3.616818534380087e-07,0.0004155043584467691,3.026653747621889e-23,0.008677854344570027
0.0028021323124894516,8.45217425183922e-06,8.45217425183922e-06,0.0027952960093734673,8.373454410448113e-18,0.0024194500493513417,7.2390532398139006e-06,7.2390532398139006e-06,0.0023693590709191687,1.1354072775687352e-06,0.0015877660047922517,3.515691224812346e-06,3.515691224812346e-06,0.001661535671779572,1.322132132124742e-22,0.008689302906541334
0.003417806681511823,1.2400341614782106e-05,1.2400341614782106e-05,0.003409122720130111,1.0332854085037166e-17,0.002073858663204238,5.5075370731748415e-06,5.5075370731748415e-06,0.0020286814992717945,9.715444568593624e-07,0.004062753346299477,1.8091954155121345e-05,1.8091954155121345e-05,0.004032841577171476,3.594163052675364e-22,0.008700609964290413
