ch 1,ch 2,ch 3,ch 4,ch 5,ch 6,ch 7,ch 8,ch 9,ch 10,ch 11,ch 12,ch 13,ch 14,ch 15
4.572516055149522,209.11102297521998,23.234558108357774,4.572865873554789,96.78732592170918,0.7225961081647632,5.2223938500611595,0.5802659833401288,0.7226613210945471,2.059773670682497,1.7236862224565286,29.71394554851533,3.301549505390592,1.7237733478771313,5.605152267119362
4.37510475002287,191.4476973464495,21.27196637182772,4.375473658319171,79.44816131311592,0.6888584278540089,4.7461941534126275,0.5273549059347363,0.6889262771452855,1.9914408617211543,1.6634093302253672,27.67229475835603,3.0746994175951143,1.6634991661661882,5.277272172524988
4.177147158214826,174.51792979297332,19.390881088108145,4.17753431814717,65.179640520608,0.6553094985110356,4.295227011998935,0.47724744577765943,0.6553798144586798,1.9257384383325895,1.603375160486381,25.7110748173263,2.8567860908140332,1.6034673310462644,4.969777947238537
3.979362360019281,158.38541579658462,17.598379532953846,3.979766523259683,53.482920504110965,0.6220467453824818,3.8703248531389156,0.4300360947932128,0.6221193497343509,1.8627366905698624,1.5437566302615053,23.834752443232507,2.6483058270258337,1.5438507843451876,4.68214636719242
3.7824817120072503,143.10344077718935,15.900382308576594,3.7829015421656083,43.924915573336015,0.5891625724042298,3.4720057770887665,0.3857784196765296,0.5892372847239699,1.802478338094805,1.48470156171547,22.046233173916015,2.449581463768446,1.4847973994426316,4.413648014665323
3.587184989037857,128.7101037687718,14.301122640974643,3.5876190400984855,36.13222003552637,0.5567418859051405,3.1004687254417456,0.34449652504908285,0.5568185274792629,1.7449778914276142,1.4263287311020856,20.346911857591415,2.2607679841768236,1.4264260183266224,4.163386189819702
3.394146089878834,115.23259864629512,12.803622071810567,3.3945927391411055,29.789205307347014,0.5248644406618421,2.7556496598333964,0.30618329553704404,0.5249428216323561,1.6902297064279386,1.3687311957799904,18.73694861115827,2.081883179017585,1.3688297414637902,3.9303606722515414
3.2039492908513907,102.68226022827976,11.409140025364417,3.204407281047148,24.629607861969273,0.49360596391231293,2.437257531922009,0.27080639243577875,0.493685885145809,1.6382129185897087,1.311990205480679,17.215796859024575,1.9128663176693972,1.3120898162482848,3.7135571042411466
3.0171075628488158,91.05761720220916,10.117513022467683,3.0175754705095477,20.43210754531301,0.4630379505308218,2.1447939156619538,0.2383104350735504,0.4631191980108311,1.5888936406289795,1.2561843301998583,15.782514912863505,1.7536127680959448,1.2562847970449815,3.5119952743507614
2.834105202072651,80.34853602419618,8.927615113799575,2.8345817332403063,17.015168349280934,0.43322854552839635,1.8775832933197663,0.20862036592441846,0.4333108922378673,1.5422286498877376,1.2013904665233373,14.435819814108353,1.6039799793453724,1.2014915652682858,3.324736645211589
2.6553515719716327,70.53462244874663,7.837180272082959,2.655835507872177,14.229988044953297,0.4042429043904087,1.6347958757223122,0.181643986191368,0.40432609064000713,1.4981678143035253,1.1476857078423988,13.174154088468164,1.4637948987186848,1.1477871792483205,3.1508923796448336
2.4812299949775523,61.58934164001333,6.843260182223703,2.4817200011285183,11.955961149708994,0.376145412474435,1.4154837154772584,0.15727596838636204,0.3762291476583464,1.4566589347515706,1.0951467398370964,11.99568913575716,1.3328543484174622,1.0952483342035797,2.9896213477573568
2.312105478507663,53.48119248923366,5.942354721025962,2.312600105708587,10.095658485444392,0.34899606878660416,1.2185688748028667,0.13539654164476295,0.3490800588407861,1.417643617271453,1.0438270446010809,10.89786977063764,1.2108744189597378,1.043928626422211,2.8400652992461155
2.1483175164902883,46.17407383548702,5.130452648387447,2.1488153442184608,8.570426658477011,0.3228457145898671,1.042835759015795,0.11587063989064389,0.3229296764027418,1.3810522582534295,0.9937442183538489,9.87729448224204,1.09747716469356,0.993845786942926,2.701329929859634
1.990145124618334,39.62667034359457,4.402963371510507,1.990644879017716,7.316595503395249,0.29773985446549084,0.8869883471385154,0.09855426079316837,0.29782349590630275,1.3468113753372812,0.9448763604123789,8.9298363938488,0.9922040437609778,0.9449781158232609,2.572495296667335
1.837824343902953,33.79438130137916,3.7549312557087955,1.8383248162764698,6.282854050634477,0.2737072517345628,0.7496119052849691,0.0832902116983299,0.27379041350729744,1.3148298317391642,0.897146971771551,8.050564458711756,0.894507162079084,0.8972493777491158,2.45259579483883
