type,name,time_units,begin_time,frequency,count,units
signal_4d,"Noraxon MyoMotion-Segments-Forearm RT-Orientation","s",0.0000,200,5348,""

time,x,y,z,w
0.0000,0.703848438,-0.1533036283,-0.154780006,0.6761201991
0.0050,0.7038493628,-0.1533502785,-0.1547096368,0.6761247628
0.0100,0.7038502825,-0.1533969275,-0.1546392665,0.6761293217
0.0150,0.7038511973,-0.1534435755,-0.1545688951,0.6761338757
0.0200,0.7038513171,-0.1534964428,-0.1544941612,0.6761388316
0.0250,0.7038504626,-0.1535557461,-0.1544157727,0.6761441623
0.0300,0.703848453,-0.1536216569,-0.1543345504,0.6761498268
0.0350,0.7038451097,-0.1536943008,-0.1542514101,0.6761557705
0.0400,0.7038402562,-0.1537737493,-0.154167338,0.6761619331
0.0450,0.7038337174,-0.1538600006,-0.1540833598,0.6761682607
0.0500,0.7038253221,-0.1539529637,-0.1540005069,0.6761747147
0.0550,0.7038149101,-0.1540524542,-0.1539197785,0.6761812741
0.0600,0.703802344,-0.154158199,-0.153842101,0.6761879312
0.0650,0.7037875187,-0.1542698365,-0.1537682985,0.6761946882
0.0700,0.7037703679,-0.1543869073,-0.1536990816,0.6762015561
0.0750,0.7037508628,-0.1545088407,-0.1536350492,0.6762085573
0.0800,0.7037290132,-0.1546349555,-0.1535766904,0.6762157249
0.0850,0.7037048715,-0.1547644727,-0.1535243817,0.6762230963
0.0900,0.7036785366,-0.1548965318,-0.1534783838,0.6762307057
0.0950,0.7036501555,-0.1550302059,-0.1534388394,0.6762385795
0.1000,0.703619923,-0.1551645224,-0.1534057763,0.6762467322
0.1050,0.7035880777,-0.155298485,-0.1533791148,0.6762551623
0.1100,0.7035548995,-0.1554310927,-0.1533586793,0.6762638496
0.1150,0.7035207061,-0.155561355,-0.1533442156,0.6762727501
0.1200,0.7034858474,-0.1556883039,-0.1533354088,0.6762817955
0.1250,0.7034506967,-0.1558110024,-0.1533318955,0.6762908979
0.1300,0.7034156463,-0.155928545,-0.1533332629,0.6762999541
0.1350,0.7033811023,-0.1560400551,-0.1533390436,0.6763088524
0.1400,0.7033474795,-0.1561446914,-0.1533487071,0.676317479
0.1450,0.703315199,-0.1562416649,-0.1533616533,0.6763257176
0.1500,0.7032846845,-0.156330262,-0.1533772055,0.6763334492
0.1550,0.7032422512,-0.1564665296,-0.153350895,0.6763520269
0.1600,0.7032022797,-0.1565904863,-0.1533278842,0.6763701157
0.1650,0.7031645826,-0.1567039902,-0.15330635,0.6763879008
0.1700,0.7031294963,-0.1568053932,-0.1532854551,0.6764056101
0.1750,0.7030976348,-0.1568938339,-0.153264442,0.6764229828
0.1800,0.7030681639,-0.1569702623,-0.1532422364,0.6764409144
0.1850,0.7030427566,-0.1570345435,-0.1532193057,0.6764575958
