type,name,time_units,begin_time,frequency,count,units
signal_4d,"Noraxon MyoMotion-Segments-Upper arm RT-Orientation","s",0.0000,200,5324,""

time,x,y,z,w
0.0000,0.6823817999,-0.03961885022,-0.07304012601,0.7262579197
0.0050,0.6823456377,-0.03950309549,-0.07305160253,0.7262970464
0.0100,0.6823094643,-0.03938734021,-0.07306307789,0.7263361612
0.0150,0.6822732797,-0.03927158438,-0.07307455208,0.7263752641
0.0200,0.6822337939,-0.03914379185,-0.07308478939,0.7264182181
0.0250,0.6821911405,-0.03900412195,-0.07309328966,0.7264649319
0.0300,0.6821454842,-0.03885286911,-0.07309953661,0.7265152791
0.0350,0.6820970023,-0.03869045742,-0.07310301545,0.7265691138
0.0400,0.6820458709,-0.03851743133,-0.0731032394,0.7266262822
0.0450,0.6819922573,-0.0383344396,-0.0730997812,0.7266866269
0.0500,0.6819363164,-0.03814221808,-0.07309229489,0.72674999
0.0550,0.6818781854,-0.03794158262,-0.07308052771,0.7268162168
0.0600,0.6818179832,-0.03773342917,-0.07306432805,0.726885156
0.0650,0.681755815,-0.03751872768,-0.07304364698,0.7269566558
0.0700,0.6816917803,-0.03729850903,-0.07301853301,0.7270305577
0.0750,0.6816259819,-0.03707385078,-0.07298912289,0.7271066898
0.0800,0.6815585377,-0.03684586265,-0.07295562684,0.7271848587
0.0850,0.6814895948,-0.03661567569,-0.07291831361,0.7272648376
0.0900,0.6814193472,-0.03638444254,-0.07287750158,0.7273463517
0.0950,0.6813480454,-0.03615334531,-0.07283354513,0.7274290696
0.1000,0.6812760016,-0.03592359921,-0.0727868098,0.7275126012
0.1050,0.6812035945,-0.0356964469,-0.07273764774,0.7275964961
0.1100,0.6811312724,-0.03547315046,-0.07268638449,0.7276802422
0.1150,0.6810595462,-0.03525498495,-0.07263331837,0.727763273
0.1200,0.6809889721,-0.03504322917,-0.07257872867,0.7278449836
0.1250,0.6809201266,-0.0348391531,-0.07252288517,0.7279247528
0.1300,0.680853579,-0.03464400434,-0.07246605444,0.7280019697
0.1350,0.6807898608,-0.03445899225,-0.07240850486,0.7280760618
0.1400,0.6807294415,-0.034285265,-0.07235051417,0.7281465177
0.1450,0.6806727166,-0.03412387246,-0.07229237748,0.7282128991
0.1500,0.6806199968,-0.0339757102,-0.07223440648,0.728274853
0.1550,0.6805107581,-0.03364230613,-0.07207735661,0.7284079613
0.1600,0.6804067284,-0.03332304086,-0.07191765157,0.728535593
0.1650,0.6803068407,-0.03301753895,-0.07175536993,0.7286587758
0.1700,0.6802112515,-0.03272795403,-0.0715901431,0.7287773224
0.1750,0.6801211217,-0.03245070651,-0.07142270565,0.7288902583
0.1800,0.6800363799,-0.03218701324,-0.07125342215,0.7289975776
0.1850,0.6799565204,-0.03193605127,-0.07108182846,0.729099851
0.1900,0.6798798559,-0.03169720084,-0.07090786145,0.7291987001
0.1950,0.6798075536,-0.0314717145,-0.07073280659,0.7292928707
0.2000,0.6797389175,-0.03125644044,-0.07055674996,0.7293831531
0.2050,0.6796737013,-0.03105033647,-0.07037978684,0.7294698226
0.2100,0.6796114495,-0.03085376259,-0.07020332513,0.729553162
0.2150,0.6795524946,-0.03066485726,-0.07002817764,0.729632872
0.2200,0.6794960224,-0.03048331075,-0.06985330034,0.7297098326
0.2250,0.6794422085,-0.03030881619,-0.06967856484,0.7297839122
0.2300,0.6793901886,-0.03013962576,-0.06950501312,0.7298558952
0.2350,0.6793398035,-0.0299748419,-0.0693301172,0.7299262121
0.2400,0.6792909098,-0.02981261092,-0.06915501224,0.7299949674
0.2450,0.6792445062,-0.02965291204,-0.06897960257,0.730061244
0.2500,0.6791989959,-0.02949514092,-0.06880316049,0.7301266231
0.2550,0.6791553311,-0.02933916913,-0.06862558054,0.7301902349
0.2600,0.6791135182,-0.02918385572,-0.06844582001,0.7302522179
0.2650,0.6790739823,-0.02902908955,-0.06826442128,0.73031213
0.2700,0.6790375149,-0.02887398638,-0.06808059044,0.7303693445
0.2750,0.6790036734,-0.0287189254,-0.06789397018,0.7304242902
0.2800,0.6789723575,-0.02856227221,-0.0677043557,0.7304771418
0.2850,0.6789435804,-0.028405295,-0.06751156967,0.7305278515
0.2900,0.6789158683,-0.02824802028,-0.06731511749,0.7305778317
0.2950,0.6788898884,-0.02809014794,-0.06711508007,0.7306264634
0.3000,0.6788657817,-0.02793239412,-0.06691290958,0.7306734526
0.3050,0.6788439782,-0.02777554166,-0.06670646642,0.7307185641
0.3100,0.6788231797,-0.02761815125,-0.06649840566,0.7307628141
0.3150,0.6788038429,-0.02746242957,-0.06628883977,0.7308056839
0.3200,0.6787854525,-0.02730715387,-0.06607846245,0.7308476351
0.3250,0.6787685771,-0.02715168276,-0.06586828285,0.7308880723
0.3300,0.6787519751,-0.02699622923,-0.06565888913,0.7309280883
0.3350,0.6787361709,-0.02683998312,-0.06544912417,0.7309673301
0.3400,0.6787221304,-0.02668541588,-0.06524086842,0.7310046425
0.3450,0.6787081424,-0.02653157081,-0.06503318669,0.7310417346
0.3500,0.6786959464,-0.02637756252,-0.06482670708,0.731076969
0.3550,0.6786854389,-0.02622308627,-0.06462232229,0.7311103749
0.3600,0.6786752844,-0.02606908384,-0.06441908486,0.7311432436
0.3650,0.6786662488,-0.02591586696,-0.06421728386,0.7311748294
0.3700,0.6786585869,-0.02576363528,-0.06401559268,0.7312050064
0.3750,0.6786518864,-0.02561178072,-0.06381620913,0.731233988
0.3800,0.6786455089,-0.02546079566,-0.06361684066,0.7312625511
0.3850,0.6786412612,-0.02531116616,-0.06341798245,0.7312889599
0.3900,0.6786372029,-0.02516193082,-0.06321999958,0.7313150181
0.3950,0.6786346214,-0.025014621,-0.06302251285,0.7313395123
0.4000,0.6786327959,-0.02486953502,-0.06282761379,0.7313629233
0.4050,0.6786330864,-0.02472643722,-0.06263347136,0.7313841573
0.4100,0.6786342638,-0.02458579618,-0.06244055597,0.7314043011
0.4150,0.6786356761,-0.02444755253,-0.06224946799,0.7314239126
0.4200,0.6786379467,-0.02431188597,-0.06206039607,0.7314423947
0.4250,0.6786398768,-0.02417977911,-0.06187307987,0.7314608519
0.4300,0.6786424684,-0.02405095348,-0.06168708603,0.7314784038
0.4350,0.6786461001,-0.02392554716,-0.06150405047,0.7314945596
0.4400,0.6786506483,-0.02380356321,-0.06132400987,0.7315094352
0.4450,0.6786541539,-0.0236843786,-0.06114656585,0.7315249053
0.4500,0.6786571704,-0.02356856983,-0.06097261947,0.7315403661
0.4550,0.6786603749,-0.02345468734,-0.06080237906,0.7315552228
0.4600,0.6786628394,-0.02334401911,-0.06063480233,0.7315703849
0.4650,0.6786648422,-0.02323629489,-0.06047058772,0.7315855484
0.4700,0.6786670605,-0.02313056253,-0.06031047465,0.7316000579
0.4750,0.678668823,-0.02302752172,-0.06015258249,0.7316146723
0.4800,0.6786688108,-0.02292710599,-0.05999853254,0.7316304867
0.4850,0.6786694564,-0.02282823667,-0.05984788735,0.7316453178
0.4900,0.6786702797,-0.02273244535,-0.05970018728,0.7316596032
0.4950,0.6786710846,-0.02263802167,-0.05955432872,0.731673671
0.5000,0.6786714919,-0.02254591048,-0.05941136244,0.7316877599
0.5050,0.6786726817,-0.02245519907,-0.05927129326,0.7317008056
0.5100,0.6786740325,-0.02236589527,-0.05913150486,0.7317135979
0.5150,0.6786758155,-0.02227882145,-0.05899334583,0.7317257524
0.5200,0.6786774866,-0.02219340771,-0.05885585081,0.7317378702
0.5250,0.6786800253,-0.02210942961,-0.0587199594,0.7317489752
0.5300,0.6786830944,-0.0220274297,-0.05858639571,0.7317593074
0.5350,0.6786864237,-0.02194730931,-0.05845446725,0.7317691775
0.5400,0.6786916021,-0.0218684366,-0.05832401428,0.7317771451
0.5450,0.6786968382,-0.02179074612,-0.0581962756,0.7317847763
0.5500,0.6787026692,-0.02171587369,-0.05807088487,0.731791555
0.5550,0.6787089624,-0.02164241448,-0.05794811182,0.7317976268
0.5600,0.6787163003,-0.02157013009,-0.05782838525,0.7318024262
0.5650,0.6787232944,-0.02149997599,-0.05771091869,0.7318072769
0.5700,0.6787300336,-0.02143179179,-0.05759676783,0.7318120197
0.5750,0.6787359048,-0.02136561448,-0.05748679874,0.7318171561
0.5800,0.6787416154,-0.02130195944,-0.05738068695,0.7318220431
0.5850,0.6787459394,-0.02123923448,-0.05727983777,0.7318277563
0.5900,0.6787499875,-0.02117867348,-0.05718393276,0.731833257
0.5950,0.6787528683,-0.02111894157,-0.05709291676,0.7318394175
0.6000,0.678754965,-0.02106116758,-0.05700620435,0.7318458973
0.6050,0.6787557495,-0.02100434803,-0.05692592241,0.7318530517
0.6100,0.6787555677,-0.02094911541,-0.05684994246,0.7318607093
0.6150,0.6787543186,-0.0208938605,-0.05677823044,0.7318690143
0.6200,0.6787515697,-0.02083764408,-0.0567106223,0.7318784083
0.6250,0.6787486034,-0.02078166384,-0.0566465943,0.7318877094
0.6300,0.6787447393,-0.0207270969,-0.05658584665,0.7318975394
0.6350,0.6787408653,-0.02067182203,-0.05653001257,0.73190701
0.6400,0.678735087,-0.02061576729,-0.05647704144,0.7319180389
0.6450,0.6787289621,-0.02055870241,-0.05642720357,0.7319291677
0.6500,0.6787215151,-0.02050236431,-0.05638086653,0.7319412243
0.6550,0.6787131629,-0.02044349703,-0.05633730696,0.7319539697
0.6600,0.6787048053,-0.02038453818,-0.05629734044,0.7319664386
0.6650,0.6786952415,-0.0203262839,-0.05625979849,0.7319798129
0.6700,0.6786853699,-0.02026659349,-0.05622629525,0.731993195
0.6750,0.6786753446,-0.02020802748,-0.05619526564,0.732006492
0.6800,0.6786648778,-0.02014999829,-0.05616876394,0.7320198297
0.6850,0.6786538131,-0.02009146471,-0.05614598216,0.7320334444
0.6900,0.6786432333,-0.02003390068,-0.05612564887,0.7320463895
0.6950,0.6786328827,-0.01997711372,-0.05610992858,0.7320587418
0.7000,0.6786226612,-0.01992064515,-0.05609735252,0.7320707197
0.7050,0.6786122004,-0.01986634261,-0.05608858343,0.7320825642
0.7100,0.6786022031,-0.0198142562,-0.05608383552,0.7320936065
0.7150,0.6785923328,-0.01976418851,-0.05608310823,0.7321041645
0.7200,0.6785826742,-0.01971687625,-0.05608572008,0.7321141927
0.7250,0.6785737707,-0.01967169602,-0.05609260651,0.7321231328
0.7300,0.6785645292,-0.01962964266,-0.05610354201,0.732131989
0.7350,0.678555177,-0.01958986052,-0.05611642893,0.7321407348
0.7400,0.6785447027,-0.01955260304,-0.05613256225,0.7321502015
0.7450,0.6785343354,-0.01951831254,-0.05615083157,0.7321593236
0.7500,0.6785243114,-0.01948621963,-0.05617140841,0.7321678899
0.7550,0.678513108,-0.01945545587,-0.05619329771,0.7321774108
0.7600,0.6785011285,-0.01942595942,-0.05621819993,0.7321873836
0.7650,0.6784890119,-0.01939881773,-0.05624416151,0.7321973374
0.7700,0.6784751424,-0.0193725887,-0.05627094766,0.7322088256
0.7750,0.6784606273,-0.0193469807,-0.05630042964,0.7322206861
0.7800,0.6784456117,-0.0193218108,-0.05633127676,0.7322328911
0.7850,0.6784294426,-0.0192977095,-0.05636265398,0.7322460932
0.7900,0.6784128804,-0.01927369015,-0.05639626462,0.7322594826
0.7950,0.6783960944,-0.01925051027,-0.05643140734,0.7322729363
0.8000,0.6783789128,-0.01922725384,-0.05646873153,0.7322865872
0.8050,0.6783613366,-0.01920483035,-0.05650666773,0.7323005312
0.8100,0.6783430039,-0.0191823771,-0.05654719446,0.7323149734
0.8150,0.6783247512,-0.01916112766,-0.05658808294,0.7323292784
0.8200,0.6783061559,-0.01913977763,-0.0566297563,0.732343839
0.8250,0.6782866358,-0.01911855392,-0.05667179376,0.7323592209
0.8300,0.6782670988,-0.01909777369,-0.05671331333,0.7323746431
0.8350,0.6782470832,-0.01907703455,-0.05675532405,0.7323904656
0.8400,0.6782259726,-0.01905767265,-0.05679722276,0.7324072711
0.8450,0.6782056165,-0.01903980121,-0.05683755531,0.7324234568
0.8500,0.6781851289,-0.01902243365,-0.05687635154,0.7324398668
0.8550,0.6781649683,-0.01900622629,-0.05691321202,0.7324560911
0.8600,0.6781441259,-0.01899194975,-0.05694737554,0.7324731031
0.8650,0.6781236151,-0.01897713301,-0.05697863584,0.7324900451
0.8700,0.6781024675,-0.01896392307,-0.05700626835,0.7325078147
0.8750,0.6780811099,-0.0189505976,-0.05702926503,0.7325261403
0.8800,0.6780589683,-0.01893768061,-0.05704861479,0.732545463
0.8850,0.6780378946,-0.01892427782,-0.0570623505,0.7325642452
0.8900,0.6780162264,-0.01891044415,-0.05707140431,0.7325839519
0.8950,0.6779950924,-0.01889661336,-0.05707600157,0.7326035099
0.9000,0.6779742496,-0.01888142537,-0.05707544359,0.7326232336
0.9050,0.6779533826,-0.01886554189,-0.05706979022,0.7326433931
0.9100,0.6779321244,-0.01884824407,-0.05705919612,0.7326643341
0.9150,0.6779114977,-0.0188295774,-0.05704496494,0.7326850076
0.9200,0.677890469,-0.01881055018,-0.05702721664,0.732706334
0.9250,0.677869519,-0.01879023239,-0.05700723676,0.7327277921
0.9300,0.6778483927,-0.01876780541,-0.05698476058,0.7327496592
0.9350,0.6778263368,-0.01874622778,-0.05696005459,0.7327725351
0.9400,0.6778052702,-0.01872487502,-0.05693265707,0.7327946965
0.9450,0.6777831599,-0.01870330977,-0.05690480081,0.7328178614
0.9500,0.6777606623,-0.01868099409,-0.05687642159,0.7328414411
0.9550,0.6777378528,-0.01866047097,-0.05684724498,0.7328653222
0.9600,0.6777137583,-0.01864052533,-0.05681749775,0.7328904179
0.9650,0.6776894747,-0.01862139252,-0.05678713799,0.7329157118
0.9700,0.6776640287,-0.01860502561,-0.05675777288,0.7329419298
0.9750,0.6776380929,-0.0185905813,-0.05672917458,0.7329684892
0.9800,0.6776114062,-0.01857840106,-0.05670085268,0.7329956607
0.9850,0.6775840339,-0.01856899481,-0.05667310789,0.7330233477
0.9900,0.6775560109,-0.01856155001,-0.05664765821,0.7330514059
0.9950,0.6775266492,-0.0185575534,-0.05662230945,0.7330806033
1.0000,0.6774973117,-0.01855632239,-0.05659833833,0.7331095986
1.0050,0.6774666211,-0.01855706982,-0.05657482417,0.733139756
1.0100,0.6774351391,-0.01855978691,-0.05655349242,0.733170423
1.0150,0.6774027952,-0.01856265105,-0.05653219264,0.7332018768
1.0200,0.6773693546,-0.01856635049,-0.05651309051,0.7332341499
1.0250,0.6773347587,-0.0185712761,-0.05649465686,0.7332674043
1.0300,0.677299416,-0.01857649076,-0.05647694372,0.7333012818
1.0350,0.6772638907,-0.01858182381,-0.05646146741,0.733335149
1.0400,0.6772270785,-0.01858758193,-0.05644779762,0.7333700513
1.0450,0.6771893975,-0.01859424227,-0.05643587167,0.7334055947
1.0500,0.6771500336,-0.01860004796,-0.05642532933,0.7334426034
1.0550,0.6771099472,-0.01860561829,-0.05641767065,0.7334800589
1.0600,0.6770692996,-0.01861135668,-0.05640972133,0.7335180463
1.0650,0.6770293104,-0.01861554272,-0.05640297947,0.7335553683
1.0700,0.6769892322,-0.01861882423,-0.05639764235,0.7335926832
1.0750,0.6769492133,-0.01862256812,-0.05639113777,0.7336300172
1.0800,0.6769089095,-0.01862583068,-0.05638519376,0.7336675791
1.0850,0.6768685891,-0.01862934315,-0.05637872235,0.7337051862
1.0900,0.6768278662,-0.01863082024,-0.05637124273,0.7337432896
1.0950,0.6767865749,-0.01863017585,-0.05636375958,0.7337819671
1.1000,0.6767453647,-0.01863008032,-0.05635301053,0.7338208021
1.1050,0.6767032254,-0.01862893754,-0.05633983671,0.7338607022
1.1100,0.6766613617,-0.01862742797,-0.05632415686,0.7339005449
1.1150,0.676618264,-0.01862411064,-0.05630527811,0.7339418117
1.1200,0.676575636,-0.01861996682,-0.05628399653,0.7339828454
1.1250,0.6765332011,-0.01861492297,-0.05625921999,0.7340239864
1.1300,0.6764906457,-0.01860885273,-0.05623208635,0.7340654394
1.1350,0.6764479862,-0.0186021756,-0.05620162047,0.734107253
1.1400,0.6764048386,-0.01859578932,-0.05616754796,0.7341497786
1.1450,0.6763609487,-0.01858792146,-0.05612967281,0.7341933098
1.1500,0.6763169136,-0.0185795375,-0.05608877987,0.734237211
1.1550,0.6762713888,-0.01857075235,-0.05604519791,0.7342826919
1.1600,0.676225042,-0.01855948517,-0.05599834712,0.7343292335
1.1650,0.6761783649,-0.01854863372,-0.05594753578,0.7343763614
1.1700,0.6761314767,-0.0185369082,-0.05589356851,0.7344239363
1.1750,0.676085119,-0.01852464264,-0.05583668461,0.734471248
1.1800,0.6760390646,-0.01851220779,-0.05577617684,0.7345185494
1.1850,0.6759932056,-0.01850044988,-0.05571284559,0.7345658569
1.1900,0.6759475377,-0.01848824424,-0.05564687299,0.7346131884
1.1950,0.6759011378,-0.01847821384,-0.05557821559,0.7346613298
1.2000,0.6758549374,-0.01847123019,-0.05550884459,0.7347092523
1.2050,0.6758082549,-0.01846645034,-0.05543900816,0.7347575853
1.2100,0.6757617658,-0.01846487471,-0.0553700706,0.7348055794
1.2150,0.6757149559,-0.01846675542,-0.05530099908,0.7348537792
1.2200,0.6756691156,-0.01847382575,-0.05523201098,0.7349009382
1.2250,0.675622053,-0.01848540904,-0.05516334314,0.7349490708
1.2300,0.6755753366,-0.01850218191,-0.05509761232,0.7349965217
1.2350,0.6755289602,-0.01852317045,-0.05503346612,0.735043423
1.2400,0.6754815657,-0.01855023111,-0.05497359611,0.7350907747
1.2450,0.6754354787,-0.01858142644,-0.05491651898,0.7351366
1.2500,0.675389419,-0.01861863381,-0.05486273933,0.7351819904
1.2550,0.6753429577,-0.0186628986,-0.05481220971,0.7352273168
1.2600,0.6752979096,-0.01871278389,-0.05476687185,0.7352708037
1.2650,0.6752527474,-0.01876730102,-0.05472630947,0.7353139102
1.2700,0.675208214,-0.01882785685,-0.05469049288,0.7353559203
1.2750,0.6751638639,-0.01889472579,-0.05465975694,0.7353972105
1.2800,0.6751206407,-0.01896764445,-0.05463462278,0.7354368817
1.2850,0.6750785031,-0.01904857711,-0.0546152142,0.735474911
1.2900,0.6750380125,-0.01913754534,-0.05460247887,0.7355107105
1.2950,0.674999574,-0.0192327876,-0.0545972173,0.7355438932
1.3000,0.6749620293,-0.01933471586,-0.05459821135,0.7355755998
1.3050,0.6749262477,-0.01944398634,-0.05460611782,0.7356049642
1.3100,0.6748917779,-0.01956018181,-0.05461893941,0.7356325569
1.3150,0.6748602605,-0.01968359984,-0.05463802899,0.7356567613
1.3200,0.6748297543,-0.01981328999,-0.0546623063,0.7356794605
1.3250,0.6748009388,-0.01994809004,-0.05469048186,0.7357001549
1.3300,0.6747730201,-0.02008829936,-0.05472296574,0.7357195312
1.3350,0.6747455896,-0.02023270903,-0.05475721631,0.7357381831
1.3400,0.6747193538,-0.02038175619,-0.05479156892,0.7357555719
1.3450,0.6746934025,-0.02053187544,-0.05482534245,0.7357726799
1.3500,0.6746673139,-0.02068627026,-0.05485704339,0.7357899147
1.3550,0.6746407185,-0.02084256996,-0.0548851701,0.7358077917
1.3600,0.6746131135,-0.02100102116,-0.05491035577,0.7358267167
1.3650,0.6745824286,-0.02116037862,-0.05493067634,0.7358487659
1.3700,0.6745488924,-0.02132076839,-0.05494481855,0.7358738231
1.3750,0.674511676,-0.02148091097,-0.0549528003,0.7359026832
1.3800,0.6744722512,-0.02164101277,-0.05495312249,0.7359341025
1.3850,0.6744292043,-0.02180071394,-0.05494523849,0.7359694273
1.3900,0.6743826435,-0.02196109161,-0.05492696668,0.736008688
1.3950,0.6743332617,-0.02212255603,-0.05489727098,0.7360513122
1.4000,0.6742815433,-0.02228444913,-0.05485905768,0.7360966564
1.4050,0.6742275219,-0.02244782585,-0.05481089276,0.7361447615
1.4100,0.6741709421,-0.02261216935,-0.05475380393,0.736195797
1.4150,0.6741125785,-0.02277960295,-0.05468775099,0.7362489872
1.4200,0.6740510129,-0.02294894448,-0.05461168034,0.7363057397
1.4250,0.6739861378,-0.02312166495,-0.05452862385,0.7363658763
1.4300,0.6739170067,-0.02329883419,-0.05443565479,0.7364304393
1.4350,0.6738446816,-0.02348047365,-0.05433554102,0.7364982427
1.4400,0.6737684407,-0.02366659462,-0.05422988159,0.7365698206
1.4450,0.6736869208,-0.02385865297,-0.05412088843,0.7366462019
1.4500,0.6735998859,-0.02405674912,-0.05400732287,0.7367276808
1.4550,0.6735064029,-0.02426126672,-0.05388996379,0.7368150297
1.4600,0.6734069283,-0.0244743809,-0.05376915351,0.7369077226
1.4650,0.6733004447,-0.02469627451,-0.05364631974,0.7370065655
1.4700,0.6731873023,-0.02492780134,-0.05352167513,0.7371111795
1.4750,0.6730665486,-0.02516951538,-0.05339654734,0.7372223039
1.4800,0.6729390055,-0.02542342085,-0.05327112984,0.7373390883
1.4850,0.6728033251,-0.0256883072,-0.05314655831,0.7374627041
1.4900,0.6726604036,-0.02596654891,-0.05302289656,0.7375922262
1.4950,0.6725099951,-0.02625720211,-0.05290210467,0.73772775
1.5000,0.672352601,-0.02655928027,-0.05278397707,0.7378688476
1.5050,0.6721892405,-0.02687400006,-0.05266824501,0.7380145453
1.5100,0.6720201418,-0.02720332271,-0.05255721097,0.7381643772
1.5150,0.6718467397,-0.02754632786,-0.05245043741,0.7383170794
1.5200,0.6716684439,-0.02790422361,-0.05235049239,0.7384729391
1.5250,0.6714870421,-0.02828002177,-0.0522574382,0.7386301868
1.5300,0.6713017076,-0.02867387575,-0.05216995434,0.7387896332
1.5350,0.6711125419,-0.02908793248,-0.05208836442,0.7389510475
1.5400,0.6709203803,-0.02952096447,-0.05201173968,0.7391137496
1.5450,0.6707248629,-0.02997714947,-0.05193950916,0.7392779018
1.5500,0.6705264131,-0.03045597503,-0.05187213845,0.7394430635
1.5550,0.670325133,-0.03095663951,-0.05180933329,0.7396091505
1.5600,0.670119233,-0.03147873638,-0.05175040062,0.7397778037
1.5650,0.6699101098,-0.03202245475,-0.05169622103,0.7399476387
1.5700,0.6696965907,-0.03258579876,-0.05164500534,0.7401198792
1.5750,0.6694786512,-0.03316679096,-0.05159753158,0.7402945321
1.5800,0.6692560804,-0.03376396643,-0.05155463201,0.7404717505
1.5850,0.6690289945,-0.03437161873,-0.05151734642,0.7406515776
1.5900,0.6687967491,-0.03498803746,-0.05148358989,0.7408347897
1.5950,0.6685601817,-0.03560900246,-0.05145470081,0.7410207123
1.6000,0.6683200474,-0.03623014413,-0.05143135688,0.7412088143
1.6050,0.6680780019,-0.03684726934,-0.05141377946,0.7413977916
1.6100,0.6678332694,-0.03745685953,-0.05140244793,0.7415884953
1.6150,0.6675861405,-0.03805341731,-0.05139740719,0.7417809575
