ch1,angle
1.575498062,0.691225527
2.291012739,0.700183798
2.477923677,0.709549204
2.164190354,0.719252697
1.434781723,0.729342862
0.500868812,0.739535216
0.376100394,0.749749431
0.958736962,0.75976288
1.221648302,0.769717045
1.169930772,0.779290585
0.866412984,0.788719537
0.451900754,0.797787052
0.136009608,0.806303329
0.066546634,0.8144712
0.150223289,0.822168524
0.093142466,0.829387484
0.087107557,0.836051939
0.428664791,0.842268315
0.322859459,0.848054185
0.192729979,0.853576573
0.565335449,0.858597571
0.529573559,0.863375013
0.267355836,0.867803105
0.156642803,0.872088791
0.194921996,0.876121163
0.269622597,0.879967687
0.313921452,0.883977748
0.213002928,0.887698754
0.102441126,0.891516812
0.448153245,0.895067099
0.728890564,0.898683545
0.816396672,0.902211326
0.637596116,0.905807747
0.247723728,0.909342073
0.166812373,0.9130631
0.437370515,0.916653504
0.400248487,0.920282126
0.437401849,0.924019642
0.644553167,0.927851698
0.705709852,0.931819898
0.5847659,0.935618659
0.336405417,0.939556593
0.085271169,0.943471574
0.295840267,0.947327188
0.687776603,0.951126924
1.062578451,0.954723262
1.134056858,0.958451079
0.903386204,0.962133142
0.571168417,0.965799756
0.196040276,0.969265839
0.215326406,0.97256163
0.470619579,0.975627819
0.555451447,0.978622681
0.85621255,0.981491205
1.261220217,0.984205947
1.379783221,0.986566605
1.04985734,0.988800739
0.392833295,0.990620576
0.327430002,0.992224218
0.889150356,0.993588838
1.25185495,0.994856721
1.407537557,0.995650297
1.293385887,0.996114786
0.821367285,0.996290028
0.210892376,0.996123744
0.513138031,0.995666809
1.108696347,0.994943887
1.278886127,0.994063218
0.89086551,0.993101334
0.270703195,0.992437367
0.921464978,0.991817024
0.860535489,0.991490268
0.425184088,0.991487847
1.265969502,0.99205704
1.044543872,0.99321812
0.269003823,0.995173907
0.684673566,0.998014765
0.689827942,1.001830927
0.526672799,1.006656039
0.486618366,1.012443628
0.528725933,1.019412356
0.80048885,1.027633547
1.248998966,1.037121048
0.632742553,1.047853489
0.763143181,1.059938771
1.592637206,1.073406895
1.892116982,1.088043121
2.351221549,1.104122623
2.083427355,1.121459212
1.189977788,1.140179421
0.479917686,1.159906224
1.938987116,1.180724402
2.980597805,1.202577699
3.30146357,1.22508374
2.867472817,1.248184238
1.636175265,1.271815666
0.400252343,1.295806707
0.657144468,1.319854196
1.880789472,1.344167605
3.107897932,1.368430853
3.393088835,1.392705309
2.627005913,1.416731428
1.034432944,1.440460399
0.401355892,1.463616997
0.655982029,1.486310189
0.537369885,1.508510837
0.787253492,1.530144952
1.379043394,1.55119975
1.791525946,1.571692806
1.779088883,1.591583292
1.567508787,1.6108117
1.084457916,1.629338305
0.393249863,1.647123075
0.053124069,1.664090604
0.42531718,1.680314037
1.582018041,1.695714776
2.968460268,1.710123089
3.106555977,1.723856395
2.171776658,1.736639308
0.857562609,1.748711448
0.670186293,1.759999102
1.868079601,1.770980894
2.079090791,1.781795731
1.946344455,1.792474854
1.709165864,1.803207295
1.350883839,1.814040275
0.863039318,1.825620149
0.212353755,1.838165156
0.128953452,1.85160881
0.353710723,1.86596567
0.352881903,1.881570106
2.173371346,1.898534326
4.034296077,1.916947919
4.125385306,1.936930255
2.760352754,1.958634708
0.653124341,1.981836968
0.830105383,2.006893407
1.718605715,2.033728891
2.956408235,2.062383967
3.950456638,2.09299873
4.227958491,2.125685934
3.669700074,2.160304089
2.208387651,2.196781326
0.525858002,2.235348577
1.390576461,2.276170325
2.037793727,2.319058463
2.533585006,2.364016445
3.546143836,2.410868848
4.761765365,2.459766712
4.830940989,2.510347367
3.834999864,2.562715526
1.363791198,2.616714709
1.288701376,2.672017952
3.469697694,2.728867204
4.330616215,2.786695599
4.022640893,2.845635324
3.41099355,2.905249851
3.021883914,2.965677633
2.480992895,3.026560499
1.395514714,3.087775049
0.325914502,3.149194403
1.233360855,3.210595681
2.439354463,3.271779245
2.745733713,3.333107427
2.535364951,3.394254462
2.975425028,3.455293498
3.5698079,3.516358083
2.63598272,3.577427251
0.589754404,3.638723395
1.002409422,3.700370954
1.602067414,3.762566684
1.742144301,3.82545398
1.71623583,3.889099745
1.328899613,3.953869666
1.2898542,4.019777656
0.927905438,4.08707982
0.765309309,4.15591423
1.627804934,4.226250628
2.261563288,4.298278335
2.06098625,4.37217074
1.331347708,4.447877388
0.675468386,4.525565806
3.261437409,4.60513142
6.388969217,4.686932779
6.894353475,4.771056933
4.305150477,4.857693517
1.108964763,4.946718131
3.143506837,5.038121767
3.820014835,5.132060418
4.228783755,5.228755261
4.211032552,5.328292861
3.706118295,5.430600559
1.601269277,5.535884208
2.885643021,5.644124641
6.103335217,5.755178617
5.32895062,5.869178326
2.089718579,5.98601027
1.139274934,6.105772435
2.756759854,6.228343709
3.269789949,6.353354796
3.133125993,6.480883037
2.803037146,6.610778409
2.311989808,6.742958499
0.840002824,6.877249682
2.564168148,7.013147267
5.336441361,7.150572262
6.054454225,7.289333688
4.219944843,7.429637542
1.872153381,7.570956303
0.509901485,7.713386223
1.333047362,7.856837205
3.257027309,8.001056293
4.968503618,8.146012414
5.577803537,8.291405504
4.854813605,8.437188321
3.282494241,8.583000992
1.263994128,8.728785444
0.716227292,8.874347274
2.357527115,9.019395093
4.0628381,9.163789883
6.135462562,9.307424533
7.149954476,9.450260565
6.322991567,9.59230798
3.120898683,9.733101276
1.193236095,9.872694593
4.488488172,10.01088349
7.222186577,10.1477001
7.504062994,10.28284809
5.890247963,10.41657046
4.591983997,10.54861684
1.555950926,10.67900448
3.568725098,10.80799425
6.943045682,10.93577022
6.557214996,11.06211648
4.251853058,11.18729407
1.724323336,11.31130689
0.462650988,11.4343527
1.687221718,11.55676471
2.932718117,11.67876101
2.991485211,11.80023092
1.866733471,11.92177936
1.476496325,12.04333378
0.635039068,12.16545067
0.574744584,12.28803161
1.868840057,12.41141149
2.184977491,12.53584455
2.719348879,12.66162095
2.227054174,12.78891861
1.216998884,12.91829954
3.523842361,13.04992897
3.329267917,13.18372601
1.823432542,13.32035947
0.462657589,13.45990292
0.195737374,13.60272964
0.398102634,13.74904
2.965819419,13.8990765
4.536056898,14.05287703
2.81315999,14.21076806
0.538356435,14.37268029
1.304397635,14.53885068
1.872522485,14.70917729
2.323275708,14.88347448
2.582044445,15.06217794
3.168967962,15.24529345
0.946974565,15.43270373
1.857453249,15.62473993
0.36378379,15.82148193
1.75960714,16.02253546
2.0440518,16.22807173
1.065274288,16.43820106
0.522842883,16.65278365
1.060250921,16.87186666
1.404421986,17.09538994
1.314175421,17.32337635
5.056534275,17.55579618
6.384686533,17.79272834
1.624261854,18.03418061
2.384112907,18.28010377
3.901094051,18.53036074
2.999598135,18.78499155
4.838831038,19.04398205
6.380599063,19.30726553
3.534928078,19.57470019
2.305869279,19.84629693
8.355513117,20.12213087
10.54802949,20.40183883
8.618660272,20.68525237
5.657986274,20.97219363
1.504978754,21.26253214
6.376844363,21.55606799
12.3372879,21.85274818
13.55621664,22.15241333
8.547152366,22.45488163
2.187019589,22.76042177
6.384738697,23.06864062
8.232914332,23.37986016
7.607253044,23.6937765
4.987648263,24.01033286
1.968610921,24.32921485
0.629110422,24.650657
0.977983958,24.97428406
2.77784179,25.30010426
4.539549129,25.62755418
4.102031837,25.95683763
3.299603526,26.28765722
1.937699144,26.61951261
0.740158089,26.95230982
2.515070886,27.28585632
3.107348226,27.61975425
2.68937646,27.95366198
4.048728867,28.28721527
5.012010943,28.62006557
1.335910275,28.95199207
4.874335415,29.28263563
8.680323398,29.6118098
7.811921709,29.93938365
4.399062102,30.26505206
1.529430731,30.58884765
6.336152657,30.91056893
10.01391111,31.23001113
8.303962405,31.54702667
4.201493076,31.86182561
1.311724992,32.17420824
4.999025741,32.48392332
6.543282152,32.79156529
6.33318973,33.09679886
4.420200751,33.39953598
1.004618305,33.69973876
2.964991416,33.99750492
4.219607092,34.29256027
3.597515372,34.58508397
2.413324662,34.87510936
1.442725396,35.16267124
0.937959385,35.44773745
2.787419087,35.73070654
1.798226593,36.0118974
0.499268619,36.29119821
1.496722959,36.56875767
3.313232873,36.84486992
2.697886298,37.11986266
1.056613827,37.39368676
3.275362343,37.66670805
3.943808024,37.93917758
4.278875267,38.2111656
3.559591059,38.4829524
0.784198305,38.75476093
0.659289033,39.0267717
1.557381749,39.29959731
4.242704666,39.57301419
5.895649061,39.84739633
4.922852198,40.12288591
1.608898671,40.39954545
4.281650018,40.67753283
3.655356339,40.95661243
0.781419199,41.23723868
0.358125448,41.51924503
0.263570048,41.8026898
0.726638656,42.08743702
2.062376128,42.37386335
1.29972428,42.66199778
1.5138692,42.95151134
1.684137472,43.24240844
0.971237311,43.53463558
1.899078721,43.82815967
3.047067025,44.1230324
5.520098375,44.4195395
4.549493068,44.71719329
1.136391974,45.01602779
4.037553529,45.31612321
5.745890339,45.6173451
4.004576433,45.91977989
1.50519317,46.22328381
0.199176247,46.52766891
0.521320903,46.83271474
0.515799918,47.13835101
0.358022454,47.44441834
0.685539887,47.75101637
2.624215684,48.05748378
2.098301857,48.3643036
2.10237653,48.67129559
1.323851042,48.97851078
1.755158607,49.28578473
2.797454641,49.59278102
1.254909644,49.89981424
3.423295509,50.20618714
5.722569405,50.51203225
6.456055517,50.81738055
4.35803925,51.12219741
0.757781154,51.42668072
1.580784494,51.73068378
3.221647329,52.03419284
3.483737913,52.33724338
1.149662209,52.6398762
1.841142903,52.94241909
2.331150529,53.2445938
1.566488522,53.54623669
0.714497992,53.84769749
0.553973056,54.1491657
3.139467241,54.45071825
3.653501422,54.75221195
0.614847631,55.05412552
0.15600347,55.35651814
0.096586815,55.65965448
1.24148006,55.96356423
2.010744992,56.2683892
1.096141061,56.57425839
2.908554599,56.8812496
2.192066604,57.18940373
0.947687469,57.49879023
1.543127593,57.80981171
0.314840725,58.12255514
0.375101656,58.43675406
1.781707027,58.75246414
2.559519657,59.07022606
1.730188449,59.38978167
1.466852789,59.71108809
1.784452073,60.03463016
1.233628299,60.36026438
1.579002029,60.68762707
2.313914071,61.01647908
2.701578961,61.34700733
0.81999265,61.67909278
1.730669539,62.01298195
1.773422417,62.34815549
2.121681431,62.68468918
2.665080965,63.02224837
1.034177126,63.36089043
0.615761087,63.70046639
0.988058975,64.04083542
0.914676792,64.38169785
0.313426033,64.72312986
1.338226247,65.0651869
2.308022253,65.40746101
0.752201549,65.74979372
1.347301831,66.09197243
2.296168336,66.43388596
2.540924702,66.77520106
3.190374063,67.1163307
2.823764629,67.45687378
0.529293834,67.79679306
0.993341865,68.13584427
2.627444852,68.47410699
4.116238933,68.81154905
2.804385028,69.14803952
3.043103549,69.48394288
3.368070976,69.81907069
1.420482079,70.15339489
0.549006873,70.48668411
2.567136325,70.81891525
4.865895549,71.15024209
5.882771935,71.48082319
5.130142797,71.81067291
3.640554202,72.13981269
1.07617288,72.46811088
2.550290113,72.79601852
4.713753356,73.1236316
5.845763965,73.45099201
4.193812188,73.77800957
3.17600157,74.10507767
2.069173203,74.43240731
0.819911208,74.75999217
1.735511299,75.08785207
2.221408267,75.4164182
3.012437273,75.74606201
4.034306517,76.07690286
4.276870599,76.40920311
3.221917125,76.74308755
1.095764445,77.0788905
2.420739341,77.41692373
3.683330234,77.75720769
3.83960507,78.09990593
4.247452436,78.44544023
3.575280064,78.79408781
2.99147502,79.1456799
1.040239892,79.50058637
3.943645516,79.85863138
6.256914684,80.21978911
5.066311591,80.58391907
3.266826434,80.95133851
1.141126083,81.32155693
1.173474267,81.69451737
2.161179753,82.06996916
3.078044586,82.44772452
4.003862866,82.82761495
2.403967861,83.20928378
0.529675504,83.59271971
0.278407029,83.97760235
0.595013326,84.36392552
0.944182318,84.75151345
2.491487467,85.14043332
1.059124625,85.53037119
0.445931399,85.92074123
0.802849655,86.3118506
1.168723882,86.70339635
0.449251579,87.09511307
0.684022096,87.48661504
1.025534354,87.87751229
0.737504555,88.26726013
1.191987351,88.65547661
1.372778187,89.04212989
0.428966782,89.42696052
1.154391146,89.8097361
1.290330349,90.19023166
0.943899086,90.56820253
0.854910278,90.94332135
0.74872932,91.315469
0.20186386,91.68398829
0.24498069,92.04911693
0.590909772,92.41063936
0.292006239,92.7688315
0.196309097,93.12358664
0.118914741,93.47480107
0.85612159,93.82303522
1.543896663,94.16837083
1.693398422,94.51093773
0.60833975,94.85137694
1.423048084,95.19000609
1.798932326,95.52725686
1.288099642,95.86314869
0.347454037,96.19813238
0.819978986,96.53245012
1.15750812,96.86622208
0.808934556,97.19922627
0.509788821,97.53137939
0.526154233,97.86325956
1.029001954,98.1948866
0.722173398,98.52679865
0.403747997,98.85908825
0.569397633,99.19232839
1.015007186,99.52705929
1.215125969,99.86384354
0.781295332,100.2028136
0.978913989,100.5444136
1.710141159,100.8885335
2.23646693,101.2356391
1.990612842,101.5860367
1.158771997,101.9398776
1.098383881,102.2973182
3.261232102,102.6585492
4.01001153,103.0238563
3.135362382,103.3931648
1.393054481,103.7666544
0.871587483,104.1437854
2.806954869,104.5242335
3.133437894,104.907489
3.163666977,105.29338
2.984079874,105.6815851
1.274248931,106.071175
0.889044892,106.4616422
2.391012899,106.8524621
2.616272396,107.2431498
2.376796304,107.6336447
2.364581501,108.0231575
0.53477266,108.4114299
0.813908234,108.7981197
0.919064862,109.1827339
1.205082484,109.565178
0.986047495,109.9451592
0.317370948,110.3223575
0.868068434,110.6962149
0.653922943,111.066077
0.566429702,111.4317621
1.209261463,111.7925891
0.980989356,112.1483108
0.188473083,112.4984527
0.55896758,112.8428635
0.448496746,113.1816757
0.598814245,113.5147262
1.434089928,113.8417383
0.72902945,114.1627816
1.36424149,114.4778324
1.546587836,114.7870737
0.913900489,115.09017
0.670484456,115.3875268
1.070928256,115.6792492
1.048199377,115.9653819
0.378748601,116.2463087
0.914868119,116.5224476
2.289693622,116.7942635
2.377247173,117.0620785
1.742163593,117.3264322
0.429618894,117.5877836
0.217029786,117.8464364
0.483647561,118.1031951
1.447224714,118.3578243
1.924295354,118.6108173
1.906749671,118.862743
1.389881654,119.1133785
0.889296298,119.3630434
2.371855954,119.6115263
2.520877829,119.8588795
1.630683618,120.1054614
0.380998533,120.3512685
1.812191918,120.5966656
2.226774088,120.8409517
1.753570461,121.0848416
0.645495696,121.3280738
1.150155203,121.570775
1.946709413,121.8128102
1.486112491,122.0543214
0.5838638,122.295359
0.176118597,122.5359494
0.335076842,122.7761392
0.178030283,123.0160658
0.956438812,123.2559085
1.092877668,123.4957135
0.765116557,123.7354093
0.31064585,123.9752814
0.205700126,124.2149092
0.428512197,124.4541654
0.855731217,124.6928071
1.661889555,124.9303745
1.767627378,125.1668054
1.555868376,125.4015236
0.88283191,125.6348198
0.644790043,125.8663052
2.220226125,126.0960923
1.933787866,126.3240428
0.473841822,126.5502289
1.035098561,126.7745268
1.540948924,126.9971254
1.280226119,127.2180145
0.316427882,127.4372042
0.652413915,127.6547846
1.144209223,127.8703417
2.558417641,128.0840116
2.959594282,128.295629
1.834943384,128.5051689
1.044990455,128.7123616
0.688280521,128.9170117
0.710501518,129.1190261
0.961140527,129.318416
1.422388853,129.515289
1.002074462,129.7095329
0.352535877,129.9012471
0.360610667,130.0904467
0.847447207,130.2768817
0.778065994,130.4604802
0.653470172,130.6413344
0.360921247,130.8193376
0.324832714,130.9944415
0.962006186,131.1669122
1.206073564,131.3364982
0.448875447,131.5033063
0.962096001,131.6677339
1.767392207,131.8300886
1.834313482,131.9903894
1.670161813,132.1490558
0.703268332,132.3058003
0.174550362,132.460891
0.815173303,132.6141911
2.129561285,132.7660721
2.776033913,132.9165357
2.351722556,133.0649548
1.163932893,133.2115717
0.270467368,133.3562719
0.651413025,133.498861
1.067109825,133.6393343
1.35132203,133.7775272
1.638539218,133.9133991
1.197588141,134.0466961
0.576943374,134.1776817
0.627188959,134.3064118
0.932989584,134.4329643
0.69741551,134.5575179
1.091301687,134.6800347
1.243996207,134.8007054
0.52809829,134.9192863
0.649410865,135.0360534
0.883477514,135.1512954
0.687978428,135.2650672
0.458276782,135.3772732
0.358662047,135.4882463
0.950728355,135.598207
1.368273629,135.7069465
0.970793289,135.8150537
0.359977922,135.921865
0.873862446,136.0277792
0.852902296,136.1325705
0.950649422,136.2364518
1.022313951,136.3393804
0.822060806,136.4411135
0.193072395,136.5419496
0.412726963,136.6416
0.244919051,136.7408838
0.943712317,136.8392769
1.571256183,136.9368768
1.259416324,137.0336056
0.916419134,137.1299267
0.668738492,137.225736
0.092841588,137.3208596
0.076429599,137.4150174
0.502523343,137.5080648
0.582675674,137.6000949
0.355501811,137.6907444
1.744628706,137.7797692
1.757987233,137.867341
0.998572895,137.9536164
0.173491355,138.0384783
0.866135521,138.1224161
1.556696365,138.2053192
2.186661268,138.2873212
2.674775742,138.3691159
2.341944309,138.4505102
1.087779194,138.531815
1.343646506,138.613069
2.807461775,138.6940247
2.468306129,138.7750133
1.551964221,138.8558922
0.39566138,138.9368017
0.107884277,139.0180489
0.304817429,139.0992173
0.243003955,139.1800072
0.074860258,139.2607533
0.286461553,139.3415646
0.168717719,139.4220742
0.806862316,139.5022145
1.532248918,139.5818712
1.650677585,139.661215
1.390935657,139.7400887
0.26839527,139.8188381
1.186070555,139.8974597
2.867912443,139.9761827
2.377090522,140.0549979
1.769362706,140.1341622
0.670127685,140.2138133
0.122955378,140.2942563
0.339681643,140.3761859
0.603864038,140.4594584
0.68958496,140.5444465
1.568711758,140.6310805
2.112726138,140.7195183
1.377705535,140.8094395
0.579299212,140.9006959
0.549662631,140.9927538
0.151774068,141.0851642
0.494933419,141.1776345
1.197405674,141.269352
1.334774363,141.3598488
1.650552003,141.4480596
1.731712499,141.5335208
1.571102617,141.6155117
1.372254756,141.6930866
0.597454099,141.7660431
1.887681545,141.8334008
3.083058409,141.8947811
3.287711785,141.9496286
2.685507418,141.9976226
1.160036562,142.0381173
0.491871313,142.0709621
0.733114507,142.0961579
0.860820155,142.1134629
0.865687826,142.1230274
0.637372839,142.1246468
0.293015842,142.1185031
0.743445204,142.1051289
0.989138722,142.0841857
0.685040107,142.0557364
0.1073739,142.0198741
0.126777177,141.9765064
0.526695203,141.9257142
1.526589144,141.8676484
1.645831995,141.8022921
0.498786155,141.7300407
0.137707661,141.651081
0.084666054,141.5656243
0.879033948,141.4738088
1.466105582,141.3762766
2.24644856,141.2734253
2.527200306,141.1655342
1.596125933,141.0529108
0.268294446,140.9358416
0.457036541,140.8146837
0.797966358,140.689913
0.895697836,140.5614597
1.122683437,140.4295511
1.082794215,140.294681
0.771685038,140.1568067
0.30227206,140.0161329
0.161967593,139.8730074
0.746375558,139.7275234
1.022847844,139.5795005
0.928657495,139.4290559
0.583886292,139.2764273
0.464939138,139.1218398
0.399927784,138.9652706
0.458844244,138.8065416
0.583999304,138.6455838
0.199966204,138.4825839
0.421869721,138.3172103
0.636490089,138.1497161
0.252892453,137.9800539
0.070092465,137.808501
0.262735467,137.6349025
0.273376311,137.4595493
0.280903079,137.282265
0.09623488,137.1032584
0.253690601,136.9221034
0.674863222,136.738897
0.675284342,136.5537536
0.250811797,136.3666616
0.936037009,136.1775954
1.468923351,135.98665
1.39418495,135.7932214
1.066451609,135.5974295
0.390855443,135.3993072
0.55230392,135.1987376
0.852706512,134.9955069
0.98357775,134.7897295
0.890052072,134.5811772
0.770353035,134.3698481
0.716497134,134.1560095
0.53831573,133.9394282
0.076153992,133.7200847
0.288839879,133.4979494
0.20494704,133.2730624
0.101074098,133.0454258
0.041075901,132.8149748
0.014047134,132.5818375
0.179287693,132.3458889
0.401608827,132.1073042
0.684832536,131.8660048
1.065290637,131.6220777
1.000909169,131.3756321
0.374510805,131.1266175
0.737298107,130.8752806
1.079159665,130.6218808
1.218435883,130.3661023
0.943043497,130.1080107
0.23218126,129.8476256
0.469693804,129.5851546
0.458389187,129.320626
0.293805876,129.0545568
0.191492519,128.7865902
0.213052484,128.5173116
0.700258498,128.2469748
0.359375394,127.9756731
0.583293936,127.7036087
0.777639611,127.4307017
1.1030791,127.1570997
1.180776413,126.8830314
0.539556475,126.6087279
0.251308336,126.3344963
1.295817191,126.0607354
2.074599819,125.7870321
1.63745105,125.5136923
0.731575109,125.2407587
0.230281135,124.9683678
0.447469167,124.6968134
0.850752318,124.4260695
1.202954749,124.1561603
1.626735499,123.8869853
1.299526627,123.6183763
0.736015388,123.3504249
0.176386343,123.0831305
0.559461418,122.8162553
0.692032993,122.5495792
0.307880697,122.2835208
0.342174451,122.0178048
0.715230299,121.7523111
1.118842556,121.4868149
1.460955841,121.2209135
0.410934418,120.9546461
0.814744313,120.6880293
1.627569515,120.4206707
1.563233801,120.1524355
0.662519864,119.883343
0.419940143,119.613109
0.960964337,119.3415947
0.737586022,119.0690931
0.409606422,118.7953095
0.448765902,118.5200516
0.209917891,118.2432321
0.111710229,117.9646886
0.286142078,117.6842275
0.657637505,117.4015083
0.927217209,117.116593
0.791554201,116.8295752
0.595108962,116.5403396
0.201429351,116.2488323
0.530759089,115.9550183
0.756429562,115.6587994
0.795007994,115.3603979
0.730839783,115.0595401
0.646130997,114.7561825
0.21048661,114.450402
0.440593904,114.1421214
0.559742919,113.8311336
0.49191455,113.5178382
0.221244009,113.202355
0.152277022,112.884684
0.706641768,112.5647236
1.045267476,112.2419489
0.986858185,111.9167439
0.327416063,111.5885441
0.532903712,111.2570187
0.718755813,110.9229874
0.373254211,110.5869394
0.070778904,110.24852
0.581321416,109.9075653
0.809860885,109.5642079
0.506584791,109.21831
0.174099209,108.8701727
0.082946522,108.5192016
0.171630568,108.1663283
0.074208084,107.8112063
0.122392527,107.4540161
0.132409984,107.0945268
0.279638954,106.7325171
0.418752814,106.3684921
0.458903544,106.0025039
0.211227071,105.634495
0.170207608,105.264341
0.228744256,104.8920528
0.372990947,104.5174563
0.188181077,104.1406035
0.691186545,103.7615044
1.247780143,103.3804115
1.491065752,102.9967675
0.959417996,102.6105427
0.235103037,102.2215004
0.67307069,101.8303322
0.893738559,101.4365893
1.009164329,101.0406663
1.654779524,100.6427185
1.161420469,100.2427608
0.229747061,99.84063693
0.530350759,99.4370262
0.803298195,99.03153552
0.655928284,98.62443329
0.425876953,98.21565893
