ch1,ch2,ch3,angle
0.495489497,2.728665604,0.156078781,0.339783927
0.448495455,2.129584282,0.465567623,0.343433848
0.317562482,6.293165397,0.88757551,0.347327976
0.204890213,7.705286617,0.941596368,0.351532732
0.15830848,5.392156716,0.732239757,0.355972457
0.097290681,1.346406725,0.613582302,0.360519624
0.032447193,0.92925327,0.786577147,0.365475156
0.15988011,0.870099844,1.455117813,0.370721621
0.320632333,0.638722169,2.049451435,0.376038445
0.381844732,0.566699046,2.083624683,0.381878199
0.398063904,0.351770515,1.403936443,0.387814245
0.325502428,1.183236221,0.419944542,0.393954063
0.220439056,0.909997986,0.453764079,0.400037246
0.386480644,0.642037437,0.936266243,0.406472635
0.585598305,2.147279439,1.091749372,0.413053079
0.521944149,3.415012139,1.331864226,0.419785026
0.164474371,3.33150236,1.750168627,0.426441616
0.365068881,2.790480023,2.080503344,0.433014601
0.811112072,1.734611901,2.132349941,0.439746054
1.067463028,0.673170847,1.647574482,0.446391322
1.089702132,0.749036278,0.849202062,0.453277206
0.86228822,1.410070089,0.212223769,0.460272227
0.523727317,4.303330256,0.937852912,0.467324177
0.199217415,5.440606707,2.137877674,0.474597403
0.140943811,4.996532504,3.429931819,0.482173356
0.757012896,4.261870183,4.007961907,0.490005265
2.207646632,2.561839261,3.214611939,0.497802695
2.854698486,0.749377229,0.971899843,0.505752628
2.128422327,3.195917058,2.8234545,0.513822335
0.570913962,5.696679167,4.899394103,0.521871456
1.349353668,7.169113355,4.628462012,0.529719699
2.486656074,8.178164674,2.561503856,0.537406983
2.836353659,6.913354795,0.662195584,0.544916118
2.411758316,2.88476778,2.492591182,0.552225464
1.326542238,2.620059953,3.941906888,0.559345931
0.308677106,7.398807286,4.122336849,0.566079598
1.064508555,9.221269051,3.120181949,0.572344975
1.802016805,9.098481851,1.315721817,0.57828132
2.005459725,7.667328026,0.651942733,0.583861593
1.609797103,5.272511526,2.129295945,0.589072014
0.873713048,1.688709633,2.738300582,0.594095015
0.240307597,4.011371644,2.341031409,0.598700178
0.307241667,8.634797026,1.564847631,0.60324872
0.468687258,10.44962478,1.016024554,0.607405095
0.216631919,8.850169891,1.219914552,0.61118917
0.594713142,5.67335646,1.64665251,0.614837792
0.30784376,1.931376726,1.757368042,0.618089085
0.468077598,2.376499104,1.194595515,0.621094124
1.339271028,6.618989883,0.364752286,0.623646965
1.88311345,7.783695888,1.655806541,0.625965672
1.917857295,6.314215042,3.306026887,0.628036665
1.469151136,4.002554997,4.23766255,0.629536718
0.701438538,1.171164669,4.064136331,0.630755554
0.272986099,3.20477224,2.875830369,0.631761271
1.048169655,5.812639738,1.13859297,0.632468612
1.632177327,6.327402676,0.728347562,0.632922228
1.8592842,4.275607144,2.205575616,0.633325243
1.739647764,1.082891165,3.015088945,0.633605207
1.232934458,3.455136232,3.245149322,0.633960522
0.352057488,7.353142898,2.617563957,0.634195993
0.616485324,7.098561265,1.029559438,0.634561303
0.959717395,3.164142434,0.725897373,0.635159427
0.362125456,0.687645796,1.81400319,0.636161322
0.672579656,2.926767931,1.275397366,0.637648458
1.243267414,5.733581618,0.382790886,0.639826083
0.788014629,7.447904676,1.468152825,0.642615253
0.483115651,4.758875255,2.738513702,0.645970908
1.701410013,1.193804339,3.10247998,0.650038135
2.569677028,3.077609206,1.965867694,0.655149158
2.718673554,2.906412004,0.672752959,0.660820456
2.082071525,1.822482961,2.80729385,0.667377771
0.918183957,0.825456894,4.789400859,0.674700929
0.463735044,0.765363212,5.619995759,0.682782396
1.575498062,1.620857138,5.067661756,0.691225527
2.291012739,3.473248432,3.395830362,0.700183798
2.477923677,4.650436041,0.975761105,0.709549204
2.164190354,2.571058254,1.731396163,0.719252697
1.434781723,1.7797334,3.759508426,0.729342862
0.500868812,5.513481776,4.917287949,0.739535216
0.376100394,7.059546539,4.952408003,0.749749431
0.958736962,5.621640931,3.937811691,0.75976288
1.221648302,3.041168656,2.30223017,0.769717045
1.169930772,1.840414365,0.631275341,0.779290585
0.866412984,0.991491151,0.929064752,0.788719537
0.451900754,1.676602115,1.789807339,0.797787052
0.136009608,6.407851072,1.907450871,0.806303329
0.066546634,8.216213715,1.721351985,0.8144712
0.150223289,5.729412828,1.416966536,0.822168524
0.093142466,1.580923956,1.05004045,0.829387484
0.087107557,1.938374243,0.501411107,0.836051939
0.428664791,2.370487822,0.195159788,0.842268315
0.322859459,1.488600283,0.487561122,0.848054185
0.192729979,2.25160313,1.113709272,0.853576573
0.565335449,3.173605798,1.322683707,0.858597571
0.529573559,1.966271446,0.465888287,0.863375013
0.267355836,0.330932302,0.606817195,0.867803105
0.156642803,1.113514985,0.926373078,0.872088791
0.194921996,2.559384286,0.976354816,0.876121163
0.269622597,2.373751674,1.1861692,0.879967687
0.313921452,2.576172771,1.451121996,0.883977748
0.213002928,1.244712284,1.233111301,0.887698754
0.102441126,2.508412738,0.610081452,0.891516812
0.448153245,6.07762498,0.194373521,0.895067099
0.728890564,6.912448442,0.705349988,0.898683545
0.816396672,4.217862988,1.028238643,0.902211326
0.637596116,1.057159587,0.977019748,0.905807747
0.247723728,4.063652284,0.613411025,0.909342073
0.166812373,6.463056066,0.164917275,0.9130631
0.437370515,5.5114352,0.170296231,0.916653504
0.400248487,4.116273705,0.298613418,0.920282126
0.437401849,2.470280087,0.145685897,0.924019642
0.644553167,2.069419616,0.685898086,0.927851698
0.705709852,2.987957513,0.964402022,0.931819898
0.5847659,1.90053862,0.380342342,0.935618659
0.336405417,2.25225153,1.119511595,0.939556593
0.085271169,7.502127313,2.434983272,0.943471574
0.295840267,9.637130036,2.887872992,0.947327188
0.687776603,9.6849779,2.702230467,0.951126924
1.062578451,8.563213734,1.68711797,0.954723262
1.134056858,3.516362614,0.558945232,0.958451079
0.903386204,2.458958479,2.46700924,0.962133142
0.571168417,8.294398562,4.351496873,0.965799756
0.196040276,12.47821626,5.108313176,0.969265839
0.215326406,12.41940116,4.650631808,0.97256163
0.470619579,9.073727986,3.277520005,0.975627819
0.555451447,3.669637435,1.377871198,0.978622681
0.85621255,2.501173817,0.687410546,0.981491205
1.261220217,6.621629499,2.48985435,0.984205947
1.379783221,8.679575831,4.417254143,0.986566605
1.04985734,7.905578268,6.084773121,0.988800739
0.392833295,5.406333408,6.4392673,0.990620576
0.327430002,3.923469384,5.125682397,0.992224218
0.889150356,1.695459879,2.672856278,0.993588838
1.25185495,0.74268061,0.72853216,0.994856721
1.407537557,3.460201972,2.894553193,0.995650297
1.293385887,4.31499189,4.867477433,0.996114786
0.821367285,4.106140797,5.688977625,0.996290028
0.210892376,4.356225365,5.343987592,0.996123744
0.513138031,4.125271807,4.19229131,0.995666809
1.108696347,2.632623719,2.506528859,0.994943887
1.278886127,1.497185807,0.659498687,0.994063218
0.89086551,4.770169985,2.320629906,0.993101334
0.270703195,6.313035824,3.88243491,0.992437367
0.921464978,4.959014149,3.530455124,0.991817024
0.860535489,1.991755411,1.771118583,0.991490268
0.425184088,1.337427084,0.48767134,0.991487847
1.265969502,3.44664872,1.32353356,0.99205704
1.044543872,2.850053014,2.798336246,0.99321812
0.269003823,2.051475293,3.152530187,0.995173907
0.684673566,2.829679831,1.576132563,0.998014765
0.689827942,3.331059453,1.030990759,1.001830927
0.526672799,1.845364465,2.948626091,1.006656039
0.486618366,1.320229709,3.8270444,1.012443628
0.528725933,4.267749105,3.789981531,1.019412356
0.80048885,4.659787584,3.188739787,1.027633547
1.248998966,3.309714736,2.726423001,1.037121048
0.632742553,1.140510458,2.461835898,1.047853489
0.763143181,5.359450304,1.903001985,1.059938771
1.592637206,8.130120549,1.000190304,1.073406895
1.892116982,4.653079419,0.954562693,1.088043121
2.351221549,2.825869327,3.793461572,1.104122623
2.083427355,8.41058333,7.764227806,1.121459212
1.189977788,10.03756747,10.71119515,1.140179421
0.479917686,10.40750189,10.42424139,1.159906224
1.938987116,6.199561582,6.206535163,1.180724402
2.980597805,2.383572662,1.763129679,1.202577699
3.30146357,8.350366909,6.902145078,1.22508374
2.867472817,12.60096615,11.489441,1.248184238
1.636175265,15.13864351,13.15753509,1.271815666
0.400252343,14.2318933,11.76180881,1.295806707
0.657144468,6.582026065,8.154640029,1.319854196
1.880789472,5.14885929,3.269749447,1.344167605
3.107897932,12.64108174,2.183673153,1.368430853
3.393088835,14.00982362,7.414144838,1.392705309
2.627005913,11.47788142,10.95378212,1.416731428
1.034432944,6.470569278,11.21651528,1.440460399
0.401355892,1.952878291,8.234181344,1.463616997
0.655982029,4.693010406,4.145475406,1.486310189
0.537369885,1.70566015,1.334385434,1.508510837
0.787253492,5.373815617,0.240808358,1.530144952
1.379043394,4.268944936,0.901306959,1.55119975
1.791525946,2.029470124,2.150454835,1.571692806
1.779088883,7.912952939,3.93344144,1.591583292
1.567508787,11.37443981,5.46995112,1.6108117
1.084457916,11.48585592,6.216871652,1.629338305
0.393249863,10.14798352,5.863226855,1.647123075
0.053124069,4.776183835,4.774163247,1.664090604
0.42531718,1.572312114,3.672063742,1.680314037
1.582018041,6.728766935,2.551685287,1.695714776
2.968460268,12.70031432,0.858917652,1.710123089
3.106555977,15.1456232,3.610729766,1.723856395
2.171776658,12.31399649,7.751596458,1.736639308
0.857562609,6.740476575,10.97393756,1.748711448
0.670186293,1.644783798,11.31198878,1.759999102
1.868079601,5.978697422,8.508524507,1.770980894
2.079090791,10.26815536,3.151908186,1.781795731
1.946344455,11.51978574,3.16504774,1.792474854
1.709165864,10.83535404,8.352901541,1.803207295
1.350883839,7.48357724,11.23059298,1.814040275
0.863039318,3.544387364,11.57750913,1.825620149
0.212353755,0.697782934,9.542080743,1.838165156
0.128953452,1.607741363,5.668273788,1.85160881
0.353710723,3.171887111,1.531178712,1.86596567
0.352881903,3.917167201,1.427087948,1.881570106
2.173371346,5.970804334,3.338689048,1.898534326
4.034296077,11.57339898,5.209569731,1.916947919
4.125385306,16.12362275,7.346183909,1.936930255
2.760352754,14.40309631,8.559334964,1.958634708
0.653124341,5.813499609,9.737415512,1.981836968
0.830105383,7.675637754,9.965122769,2.006893407
1.718605715,12.78786492,8.771599508,2.033728891
2.956408235,7.175880586,5.320527347,2.062383967
3.950456638,2.371304014,1.580901605,2.09299873
4.227958491,2.916056137,6.739214749,2.125685934
3.669700074,7.848526379,12.76727019,2.160304089
2.208387651,13.8048476,16.5638358,2.196781326
0.525858002,16.80602988,17.02760393,2.235348577
1.390576461,15.20997232,14.17694945,2.276170325
2.037793727,6.019387561,9.111718889,2.319058463
2.533585006,5.069060959,3.395558552,2.364016445
3.546143836,11.0107598,2.064385879,2.410868848
4.761765365,16.29832597,7.21660378,2.459766712
4.830940989,22.19204606,12.6470495,2.510347367
3.834999864,23.70446103,18.49964275,2.562715526
1.363791198,17.27049244,22.9157998,2.616714709
1.288701376,8.994559318,22.40179521,2.672017952
3.469697694,4.713368877,16.22920227,2.728867204
4.330616215,2.210009766,5.505617805,2.786695599
4.022640893,7.455528591,7.067793977,2.845635324
3.41099355,16.46063356,17.57361486,2.905249851
3.021883914,18.73500455,23.39919204,2.965677633
2.480992895,18.20875086,24.20602408,3.026560499
1.395514714,19.21165309,20.84034412,3.087775049
0.325914502,19.45223446,14.03552087,3.149194403
1.233360855,16.87047253,5.552865224,3.210595681
2.439354463,10.02304355,2.840007624,3.271779245
2.745733713,2.707592517,9.188116722,3.333107427
2.535364951,10.63032558,12.63810874,3.394254462
2.975425028,18.82681635,12.69778472,3.455293498
3.5698079,23.70589406,11.03759282,3.516358083
2.63598272,25.03381943,10.13103822,3.577427251
0.589754404,22.02540371,9.241324016,3.638723395
1.002409422,14.13308946,7.381445356,3.700370954
1.602067414,3.047224726,4.929708264,3.762566684
1.742144301,7.141590799,2.473369028,3.82545398
1.71623583,9.225706445,1.064051089,3.889099745
1.328899613,4.197589485,3.755907377,3.953869666
1.2898542,1.033740994,5.961960629,4.019777656
0.927905438,5.31777066,7.963387574,4.08707982
0.765309309,6.800195493,9.960096068,4.15591423
1.627804934,5.386409849,10.97868132,4.226250628
2.261563288,20.67810821,10.42958664,4.298278335
2.06098625,26.12442047,7.940057628,4.37217074
1.331347708,22.71623958,4.720305958,4.447877388
0.675468386,14.80436799,1.48948158,4.525565806
3.261437409,9.065479938,1.966925773,4.60513142
6.388969217,6.626405859,6.609414409,4.686932779
6.894353475,3.713571752,11.76249304,4.771056933
4.305150477,12.21928681,14.63108747,4.857693517
1.108964763,33.36046963,11.97708176,4.946718131
3.143506837,36.04312327,5.080282652,5.038121767
3.820014835,24.10278258,0.935011258,5.132060418
4.228783755,18.3984285,2.570469797,5.228755261
4.211032552,13.17898853,3.694033884,5.328292861
3.706118295,8.053279872,6.198271309,5.430600559
1.601269277,36.70928613,9.28390362,5.535884208
2.885643021,40.33618223,8.460382891,5.644124641
6.103335217,12.56716882,2.676102225,5.755178617
5.32895062,10.43759661,4.373782485,5.869178326
2.089718579,12.86723501,7.526515886,5.98601027
1.139274934,2.434191343,5.704283475,6.105772435
2.756759854,2.876498294,2.099441727,6.228343709
3.269789949,13.57430395,0.78025234,6.353354796
3.133125993,17.75504326,2.660506886,6.480883037
2.803037146,12.27620327,4.840400764,6.610778409
2.311989808,9.190941635,6.491482709,6.742958499
0.840002824,32.85367122,6.437388082,6.877249682
2.564168148,36.73952594,3.724201421,7.013147267
5.336441361,24.23277723,1.455905827,7.150572262
6.054454225,12.66762339,5.805645099,7.289333688
4.219944843,6.264571193,8.968308792,7.429637542
1.872153381,14.70131137,10.20205257,7.570956303
0.509901485,15.490059,10.02728267,7.713386223
1.333047362,35.14857401,9.33894664,7.856837205
3.257027309,52.78396467,6.313972071,8.001056293
4.968503618,44.41882053,1.962683035,8.146012414
5.577803537,16.54046357,8.657907283,8.291405504
4.854813605,8.62656088,16.55973832,8.437188321
3.282494241,27.39157629,20.71009019,8.583000992
1.263994128,44.7879792,19.46365948,8.728785444
0.716227292,51.48685199,13.95103444,8.874347274
2.357527115,44.73109355,5.628866823,9.019395093
4.0628381,34.28307262,4.310997358,9.163789883
6.135462562,13.70186476,15.05346269,9.307424533
7.149954476,15.29716379,25.91941131,9.450260565
6.322991567,46.05945816,30.62970467,9.59230798
3.120898683,72.17030458,25.74377214,9.733101276
1.193236095,66.7667642,12.95473217,9.872694593
4.488488172,35.27200845,4.600580362,10.01088349
7.222186577,8.702725444,17.26204903,10.1477001
7.504062994,30.97212789,26.52836189,10.28284809
5.890247963,49.64367787,28.73539827,10.41657046
4.591983997,55.33454573,23.75473526,10.54861684
1.555950926,56.21831003,14.15497496,10.67900448
3.568725098,37.18791944,3.628602512,10.80799425
6.943045682,11.3658309,12.13004821,10.93577022
6.557214996,37.01006823,20.72159318,11.06211648
4.251853058,39.89813676,20.61082283,11.18729407
1.724323336,30.02044276,14.550363,11.31130689
0.462650988,23.52469592,7.632889318,11.4343527
1.687221718,20.37174901,1.721139591,11.55676471
2.932718117,12.53532846,4.411163973,11.67876101
2.991485211,3.523096744,6.834188528,11.80023092
1.866733471,15.08536553,6.955261184,11.92177936
1.476496325,22.77370174,6.149558632,12.04333378
0.635039068,18.46674222,4.522924103,12.16545067
0.574744584,12.74363804,3.167190889,12.28803161
1.868840057,12.17403916,2.217674531,12.41141149
2.184977491,11.91345582,0.969913078,12.53584455
2.719348879,4.724540198,2.221272241,12.66162095
2.227054174,10.18326485,4.87417849,12.78891861
1.216998884,18.69836925,5.568525142,12.91829954
3.523842361,19.39907765,3.833189115,13.04992897
3.329267917,6.172451781,1.150520995,13.18372601
1.823432542,16.23582784,4.038328404,13.32035947
0.462657589,11.7904773,4.397653257,13.45990292
0.195737374,11.88445624,1.428083198,13.60272964
0.398102634,24.00541408,1.30878368,13.74904
2.965819419,6.333809406,2.120585004,13.8990765
4.536056898,5.883355931,1.584076802,14.05287703
2.81315999,11.62601409,0.705901124,14.21076806
0.538356435,31.30349258,0.306700471,14.37268029
1.304397635,24.1644365,1.577009813,14.53885068
1.872522485,12.51779496,3.054520549,14.70917729
2.323275708,41.22096108,3.124912083,14.88347448
2.582044445,50.06609899,1.984954994,15.06217794
3.168967962,42.06899758,1.004614921,15.24529345
0.946974565,28.52543028,3.728723303,15.43270373
1.857453249,11.31833693,5.157838037,15.62473993
0.36378379,5.724439258,3.498162357,15.82148193
1.75960714,7.750771993,0.974210861,16.02253546
2.0440518,18.02245398,1.651533113,16.22807173
1.065274288,45.43661678,2.059337086,16.43820106
0.522842883,53.05943606,0.728111645,16.65278365
1.060250921,52.16656378,2.79696254,16.87186666
1.404421986,35.22325977,5.397492147,17.09538994
1.314175421,8.388558,4.48580615,17.32337635
5.056534275,22.65319576,1.538073693,17.55579618
6.384686533,52.6864345,6.260919584,17.79272834
1.624261854,64.40320827,9.965540458,18.03418061
2.384112907,42.84235695,8.300442854,18.28010377
3.901094051,9.564804802,4.191716814,18.53036074
2.999598135,23.68174373,1.206624531,18.78499155
4.838831038,19.29208247,0.963048144,19.04398205
6.380599063,9.928721667,4.576579981,19.30726553
3.534928078,13.42655417,8.520076884,19.57470019
2.305869279,17.66627473,8.945062903,19.84629693
8.355513117,8.430835977,5.014537162,20.12213087
10.54802949,14.179574,1.62213363,20.40183883
8.618660272,31.72963249,5.729307616,20.68525237
5.657986274,32.09864129,8.242818316,20.97219363
1.504978754,28.57261686,8.341101188,21.26253214
6.376844363,18.08117435,4.934428449,21.55606799
12.3372879,6.156512024,2.206905259,21.85274818
13.55621664,20.3694703,8.610710167,22.15241333
8.547152366,45.87084248,12.81389096,22.45488163
2.187019589,71.72911009,12.41532131,22.76042177
6.384738697,75.12696388,7.906097467,23.06864062
8.232914332,52.17575614,2.123732277,23.37986016
7.607253044,13.88181277,7.720515742,23.6937765
4.987648263,38.14229381,13.38275757,24.01033286
1.968610921,54.65098792,14.24394154,24.32921485
0.629110422,65.09909729,11.71652469,24.650657
0.977983958,74.76814521,7.607928188,24.97428406
2.77784179,77.23004109,2.602991918,25.30010426
4.539549129,55.87109087,3.634476784,25.62755418
4.102031837,13.80601153,10.13409878,25.95683763
3.299603526,39.59796018,13.27340264,26.28765722
1.937699144,59.62566461,12.02953944,26.61951261
0.740158089,62.00147503,7.336439653,26.95230982
2.515070886,47.16401603,2.087303923,27.28585632
3.107348226,33.39370663,2.057447977,27.61975425
2.68937646,18.84886103,3.84353747,27.95366198
4.048728867,4.340694669,4.368916511,28.28721527
5.012010943,7.518367769,5.405973712,28.62006557
1.335910275,12.62085066,6.782986728,28.95199207
4.874335415,12.6549223,5.953724593,29.28263563
8.680323398,7.778720311,1.856134525,29.6118098
7.811921709,12.56708424,2.426452505,29.93938365
4.399062102,20.70871191,4.453384421,30.26505206
1.529430731,15.74844947,3.970409187,30.58884765
6.336152657,7.035775275,1.564601327,30.91056893
10.01391111,8.239370548,0.885313726,31.23001113
8.303962405,11.78518828,1.432622489,31.54702667
4.201493076,4.406701165,0.590715255,31.86182561
1.311724992,3.139017478,2.469314587,32.17420824
4.999025741,11.76910559,2.952754773,32.48392332
6.543282152,20.69365033,1.037000734,32.79156529
6.33318973,10.38153705,1.279632952,33.09679886
4.420200751,9.130559658,1.892559723,33.39953598
1.004618305,6.100514187,1.187814433,33.69973876
2.964991416,14.9218352,0.388616657,33.99750492
4.219607092,22.19521595,0.581252001,34.29256027
3.597515372,8.614836871,1.353090699,34.58508397
2.413324662,1.353089818,2.12018807,34.87510936
1.442725396,1.091468912,2.488070657,35.16267124
0.937959385,10.15700128,1.024092234,35.44773745
2.787419087,18.77659509,0.723517232,35.73070654
1.798226593,22.40865875,1.387401127,36.0118974
0.499268619,21.94590359,1.647345711,36.29119821
1.496722959,7.276194839,2.220464951,36.56875767
3.313232873,13.52428244,3.286378761,36.84486992
2.697886298,30.75035581,4.087053791,37.11986266
1.056613827,33.14683208,3.469639487,37.39368676
3.275362343,10.4501967,1.873164743,37.66670805
3.943808024,7.451939354,1.111483089,37.93917758
4.278875267,19.8171247,4.633324761,38.2111656
