ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,joint_angle
0.082582904,0.114373371,0.075271311,0.170288334,0.047372349,0.172353257,0.029408096,0.001460545,0.030357944,0,0.333333333,0,0,0,0,50.20618714
0.138167687,0.084479577,0.039015383,0.078253397,0.04552188,0.246813882,0.006270156,0.001691937,0.060914028,0,0.333333333,0,0,0,0.5,50.51203225
0.155899661,0.10639227,0.134118818,0.029610639,0.107053777,0.182178959,0.000638815,0.011736466,0.032957377,0.25,0,0,0,0,0,50.81738055
0.105180268,0.174745049,0.203529353,0.191929668,0.129978884,0.093027471,0.038940072,0.017369771,0.009270118,0,0,0,0,0,0,51.12219741
0.018144285,0.210291178,0.205642944,0.143625461,0.037823635,0.084463664,0.020443601,0.000541379,0.007573595,0,0.333333333,0,0.5,0,0,51.42668072
0.038040332,0.163849973,0.136822883,0.074223393,0.165256075,0.189459008,0.005398281,0.027403,0.035714548,0,0,0,0,0,0,51.73068378
0.077708074,0.04954996,0.039483374,0.078949195,0.267243793,0.208391875,0.006730928,0.071617484,0.042813232,0,0,0,0,0.5,0.5,52.03419284
0.084044095,0.089764343,0.06266029,0.09049106,0.233853612,0.241871014,0.008903097,0.054206843,0.058151632,0.25,0,0,0,0,0,52.33724338
0.027617982,0.193808187,0.179993515,0.080404212,0.159617688,0.20947489,0.004618261,0.02531547,0.04439295,0.25,0,0,0,0,0,52.6398762
0.044334478,0.252173573,0.237164589,0.055521811,0.0549282,0.039581483,0.003100586,0.002920951,0.001423698,0,0.333333333,0.333333333,0,0,0,52.94241909
0.056180378,0.224696346,0.219592753,0.016827688,0.159843097,0.112026292,0.000124892,0.026570556,0.012677271,0.25,0,0,0,0,0,53.2445938
0.037694728,0.114748528,0.128260131,0.062295103,0.217338815,0.251832398,0.00405942,0.046797734,0.063960416,0,0,0,0,0,0,53.54623669
0.017097918,0.023921894,0.028628762,0.021325065,0.169049239,0.241701165,0.00015441,0.028808862,0.058172377,0.25,0,0,0,0.5,0.5,53.84769749
0.013217239,0.049227872,0.096779354,0.093511298,0.056732133,0.208030764,0.009538956,0.003535965,0.043301992,0,0.333333333,0,0.5,0,0,54.1491657
0.075721376,0.053675904,0.173535806,0.177621807,0.013731532,0.086062501,0.034491695,0.000181941,0.007842112,0,0.333333333,0,0,0,0,54.45071825
0.088148116,0.060220993,0.175221598,0.137816406,0.03428173,0.068291093,0.021605316,0.001146129,0.005031592,0,0,0,0,0,0,54.75221195
0.014688878,0.093205929,0.121339755,0.110616593,0.087902316,0.148165848,0.013384299,0.008155539,0.02204445,0,0,0,0.5,0,0,55.05412552
0.003596353,0.120406019,0.050370233,0.017112726,0.028272336,0.127610923,0.000387205,0.000277985,0.01628612,0.25,0.333333333,0,0,0,0,55.35651814
0.002159959,0.101679897,0.009734676,0.021378558,0.049089606,0.07533568,0.00039842,0.0023561,0.005330388,0.25,0,0,0.5,0,0.5,55.65965448
0.029837672,0.071379432,0.041932148,0.08580595,0.067520373,0.123779173,0.007856054,0.00454497,0.015549255,0,0,0,0,0,0,55.96356423
0.048434597,0.027896609,0.095131158,0.054663566,0.103581114,0.094418511,0.002206847,0.010797753,0.009003873,0.25,0,0,0,0,0,56.2683892
0.026324112,0.031396453,0.124020982,0.174638985,0.106199075,0.022980313,0.031570763,0.011176612,0.000559412,0,0,0,0.5,0,0,56.57425839
0.07013908,0.0775597,0.119018735,0.037138728,0.066174107,0.052016057,0.00134909,0.004870547,0.002806018,0.25,0,0,0,0,0,56.8812496
0.052818034,0.061186324,0.063502054,0.104384705,0.157943459,0.179238656,0.011493826,0.027195127,0.032538991,0,0,0,0,0,0,57.18940373
0.022735257,0.038396025,0.028185011,0.14095772,0.147193797,0.16932366,0.021552187,0.022392125,0.028376623,0,0,0,0.5,0.5,0.5,57.49879023
0.037129979,0.074449326,0.088760567,0.056475265,0.027653797,0.093599247,0.003654111,0.000653798,0.009151692,0,0,0,0,0,0,57.80981171
0.007436232,0.094268181,0.108468462,0.03675792,0.035851423,0.007733707,0.001299276,0.001131546,4.10E-05,0,0.333333333,0.666666667,0,0,0,58.12255514
0.008893036,0.068270846,0.121149996,0.04828361,0.139181449,0.042850578,0.002327214,0.019737009,0.002038527,0,0,0,0,0,0,58.43675406
0.04289762,0.05429429,0.126561086,0.063048716,0.29717747,0.038220029,0.004114579,0.088216486,0.001550599,0,0,0.333333333,0,0.5,0,58.75246414
0.061701185,0.213965177,0.083463821,0.021017817,0.284737097,0.146170626,0.000449192,0.083161883,0.021031521,0.25,0,0,0,0,0,59.07022606
0.041652162,0.29671544,0.034775922,0.119441018,0.056945632,0.274331751,0.014856551,0.001376348,0.076010945,0,0.333333333,0,0,0,0.5,59.38978167
0.035286041,0.26726468,0.140076932,0.121539546,0.105747762,0.203074037,0.01687223,0.011009972,0.042149416,0,0,0,0,0,0,59.71108809
0.042963981,0.179931212,0.191875766,0.043981134,0.249517875,0.033985861,0.002133209,0.062295913,0.000793635,0,0,0.333333333,0,0,0,60.03463016
0.029647856,0.05262787,0.175752873,0.014477762,0.398385387,0.078697503,0.000165659,0.15846325,0.006347354,0.25,0,0,0,0.5,0,60.36026438
0.037997241,0.19685923,0.11881098,0.039644293,0.322542657,0.173625133,0.001751821,0.105639575,0.02998969,0,0,0,0,0,0,60.68762707
0.055763687,0.304639226,0.027681957,0.030610181,0.101712535,0.21569896,0.000930273,0.010643963,0.046411961,0,0,0,0,0,0.5,61.01647908
0.065135458,0.310534722,0.065034142,0.051224351,0.079663434,0.134333538,0.001546763,0.007069781,0.018228877,0.25,0,0,0,0,0,61.34700733
0.019648244,0.242781877,0.101025431,0.151827657,0.171019252,0.024206631,0.023703619,0.02852006,0.000354417,0,0,0.333333333,0.5,0,0,61.67909278
0.041663792,0.119084628,0.088498292,0.043581427,0.287594788,0.054125001,0.002062721,0.085021964,0.003083266,0,0,0,0,0,0,62.01298195
0.04269734,0.023120974,0.066199549,0.019991703,0.173837286,0.034795671,0.000508714,0.029205023,0.001105713,0.25,0,0,0,0.5,0,62.34815549
0.051116477,0.080781262,0.050930697,0.052623315,0.115479041,0.028064968,0.003114852,0.013140776,0.000728788,0,0,0,0,0,0,62.68468918
0.064253122,0.124938252,0.037431297,0.040061992,0.04514041,0.021870301,0.001101591,0.002122968,0.000348655,0.25,0.333333333,0.333333333,0,0,0,63.02224837
0.024826138,0.110596759,0.047486643,0.103679601,0.092885103,0.043289997,0.011001956,0.00904768,0.00205265,0,0,0,0,0,0,63.36089043
0.01471096,0.058580649,0.055500147,0.043311929,0.076757445,0.027155061,0.001977655,0.006087752,0.000675827,0.25,0,0.333333333,0,0,0,63.70046639
0.023711235,0.049858285,0.022594184,0.015328895,0.054961052,0.105664659,0.000268306,0.003177728,0.011470195,0.25,0.333333333,0,0,0,0.5,64.04083542
0.021937226,0.111502341,0.027884035,0.018212504,0.164823626,0.109089927,0.000348159,0.027702928,0.011895916,0,0,0,0,0,0,64.38169785
0.007402032,0.179643056,0.080261698,0.041817945,0.073381899,0.106358934,0.001633381,0.003716691,0.011368617,0,0.333333333,0,0.5,0,0,64.72312986
0.032176504,0.131196883,0.116522182,0.100006887,0.215252445,0.034664946,0.010727425,0.04750252,0.000996851,0,0,0.333333333,0,0,0,65.0651869
0.055621253,0.038578196,0.102526488,0.040153946,0.292183895,0.077708338,0.000913909,0.085144793,0.006229865,0.25,0,0,0,0.5,0,65.40746101
0.018009399,0.148715153,0.049021616,0.114995901,0.208579112,0.141771065,0.01365703,0.044912392,0.020392942,0,0,0,0.5,0,0,65.74979372
0.032395905,0.195043007,0.019922045,0.07324645,0.043083284,0.119408535,0.00543073,0.001071101,0.014782484,0,0.333333333,0,0,0,0.5,66.09197243
0.055334686,0.161360626,0.051020507,0.018116827,0.088760231,0.027859868,0.00030171,0.007401387,0.000866727,0,0,0.333333333,0,0,0,66.43388596
0.061251653,0.07629156,0.049400739,0.013641654,0.251875127,0.033953197,0.000196773,0.064674199,0.001198372,0,0,0,0,0,0,66.77520106
0.076952045,0.074141553,0.015756964,0.038202968,0.289453212,0.098049298,0.001718204,0.083700034,0.009998008,0,0,0,0,0,0.5,67.1163307
0.068089288,0.175489779,0.015417549,0.095604016,0.111768375,0.029308286,0.010080862,0.004610685,0.000475657,0,0.333333333,0.333333333,0,0,0,67.45687378
0.012620621,0.086225097,0.009141946,0.093645006,0.301812086,0.081455159,0.008712581,0.094416955,0.006721123,0,0,0,0.5,0,0.5,67.79679306
0.023838949,0.046574669,0.054237105,0.062008286,0.169691122,0.130431233,0.003986288,0.02921695,0.017413715,0,0,0,0,0,0,68.13584427
0.063343272,0.083653531,0.094429425,0.113156154,0.032155986,0.035681032,0.01414401,0.000665917,0.000557639,0,0.333333333,0.333333333,0,0,0,68.47410699
0.099334762,0.076468555,0.071939411,0.056342346,0.013749,0.094063184,0.001407261,0.000209681,0.008967085,0.25,0.333333333,0,0,0,0,68.81154905
0.067620788,0.067412367,0.022499832,0.050853309,0.0663908,0.085580167,0.002630698,0.004691913,0.007702942,0.25,0,0,0,0,0,69.14803952
0.073391791,0.020824018,0.007764862,0.052125154,0.149055468,0.0638067,0.003028973,0.022219479,0.004257772,0,0,0,0,0.5,0.5,69.48394288
0.081247855,0.074361355,0.049591977,0.052977167,0.147911965,0.122720796,0.003094494,0.021984094,0.015274966,0.25,0,0,0,0,0,69.81907069
0.034165033,0.138123718,0.112767907,0.112145273,0.102814951,0.127605087,0.013181038,0.010650564,0.016549965,0,0,0,0,0,0,70.15339489
0.013097182,0.160947042,0.150866742,0.085550629,0.095927273,0.041206302,0.007172789,0.006866178,0.000657942,0,0.333333333,0.333333333,0.5,0,0,70.48668411
0.061885317,0.053555088,0.118315188,0.110150444,0.329892948,0.127974436,0.01201753,0.110421557,0.016852134,0,0,0,0,0.5,0,70.81891525
0.117457657,0.103837496,0.04938859,0.106042618,0.177858545,0.155006748,0.011770401,0.032218402,0.024279685,0,0,0,0,0,0,71.15024209
0.142040571,0.143601792,0.025211195,0.0242604,0.012498584,0.160625072,0.000354211,6.80E-05,0.025267995,0.25,0.333333333,0,0,0,0.5,71.48082319
0.123845816,0.141602666,0.110247094,0.052004353,0.011590396,0.19454543,0.002779679,0.000135031,0.038209677,0,0.666666667,0,0,0,0,71.81067291
0.087835118,0.120657051,0.186482634,0.096978708,0.086292176,0.111948015,0.009332964,0.007482323,0.012988432,0,0,0,0,0,0,72.13981269
0.025841382,0.040923125,0.202960944,0.169878839,0.232119766,0.053223369,0.02862391,0.053606125,0.002803117,0,0,0.333333333,0.5,0.5,0,72.46811088
0.061478061,0.108227037,0.132042574,0.145245375,0.294615046,0.249196652,0.021704766,0.08761694,0.063903411,0,0,0,0,0,0,72.79601852
0.113779631,0.223415764,0.028359272,0.071598261,0.102717378,0.245377568,0.004807264,0.010474461,0.059112728,0,0.333333333,0,0,0,0.5,73.1236316
0.141145906,0.200828276,0.091225717,0.056198794,0.158206035,0.163207177,0.001046233,0.025314331,0.02655276,0.25,0,0,0,0,0,73.45099201
0.10121009,0.078687777,0.143964001,0.100077007,0.27990297,0.06166492,0.011305167,0.078921668,0.003787065,0,0,0,0,0,0,73.77800957
0.076604591,0.058657402,0.154002611,0.024771097,0.236662366,0.022648084,0.000590651,0.05528978,0.000482714,0,0,0.333333333,0,0,0,74.10507767
0.049847094,0.156790516,0.12718269,0.099430774,0.104198263,0.091606423,0.010392314,0.011917849,0.008515617,0,0.333333333,0,0,0,0,74.43240731
0.019646275,0.144341784,0.07285791,0.125155487,0.13398952,0.129722603,0.016921387,0.019095983,0.016637285,0,0,0,0.5,0,0,74.75999217
0.041780842,0.065142163,0.016171187,0.011502037,0.139649439,0.09427003,5.05E-05,0.019447842,0.008776595,0.5,0,0,0,0,0.5,75.08785207
0.053527366,0.012550044,0.006970152,0.0331145,0.05471075,0.016436936,0.001110262,0.003069184,9.49E-05,0,0,0.333333333,0,0,0,75.4164182
0.072650436,0.0106596,0.00362336,0.04737918,0.067594676,0.004708341,0.002450964,0.004525262,2.48E-05,0,0,0,0,0.5,0,75.74606201
0.097354052,0.071018878,0.012607469,0.049590822,0.109909176,0.062564132,0.00274347,0.013837517,0.004183407,0,0,0,0,0,0,76.07690286
0.103218021,0.076376124,0.068759452,0.029976437,0.056940775,0.158223059,0.001122735,0.003668702,0.025408629,0,0,0,0,0,0,76.40920311
0.077714596,0.054087695,0.13186391,0.079720167,0.030690204,0.07245796,0.006634212,0.00086271,0.00540034,0,0,0.333333333,0,0,0,76.74308755
0.026315007,0.024698968,0.118352274,0.149209376,0.161496838,0.092077979,0.022488355,0.026509712,0.009085833,0,0,0,0.5,0.5,0,77.0788905
0.058346181,0.104452663,0.080568104,0.133618273,0.20974138,0.065625578,0.018691991,0.046380204,0.004302082,0,0,0,0,0,0,77.41692373
0.088869225,0.138214528,0.053823031,0.01045749,0.072671128,0.042289433,9.92E-05,0.0057475,0.001875148,0.25,0.333333333,0,0,0,0,77.75720769
0.092647158,0.081596462,0.044300661,0.025162938,0.146056781,0.008837415,0.000732095,0.02091548,3.92E-05,0.25,0,0.666666667,0,0,0,78.09990593
0.102506839,0.028528987,0.025715839,0.02503127,0.182439275,0.086272685,0.00035861,0.034538774,0.007380311,0.25,0,0,0,0.5,0,78.44544023
0.08625712,0.081998408,0.048006024,0.027731824,0.107269053,0.214654698,0.000841616,0.0115128,0.046467588,0,0,0,0,0,0,78.79408781
0.072143675,0.129520589,0.146874208,0.055570964,0.061269075,0.178021429,0.003212355,0.001476062,0.031741348,0,0.333333333,0,0,0,0,79.1456799
0.024972705,0.080724247,0.194013515,0.191281541,0.181203633,0.056558541,0.036750653,0.033996586,0.001039628,0,0,0.333333333,0.5,0,0,79.50058637
0.095162329,0.009866456,0.140573989,0.20217403,0.075918428,0.19923476,0.042018007,0.005857097,0.040079445,0,0.333333333,0,0,0.5,0,79.85863138
0.151085446,0.004296852,0.039243109,0.039802864,0.035908006,0.180871206,0.000594045,0.000437155,0.033197302,0.25,0.333333333,0,0,0,0,80.21978911
0.122302701,0.046421769,0.019266518,0.098263903,0.125505449,0.090810953,0.010197289,0.016499862,0.008252267,0,0,0,0,0,0.5,80.58391907
0.078800276,0.089871,0.052319748,0.082190884,0.032523063,0.043965131,0.00669059,0.000931133,0.002111459,0,0.333333333,0,0,0,0,80.95133851
0.027411622,0.072495588,0.055179248,0.125437244,0.093934783,0.026617085,0.016283547,0.009003619,0.000854127,0,0,0,0.5,0,0,81.32155693
0.028193637,0.027715748,0.04909232,0.087859995,0.209759754,0.025522145,0.007798311,0.043899225,0.000559312,0,0,0.333333333,0,0.5,0,81.69451737
0.052071346,0.135257889,0.066774916,0.017059617,0.251120826,0.035778576,0.000211332,0.063512164,0.000774148,0,0,0.333333333,0,0,0,82.06996916
0.074236488,0.229408365,0.043065055,0.068642479,0.087394666,0.105077715,0.004602613,0.007770128,0.01166256,0,0,0,0,0,0,82.44772452
0.096618079,0.22661336,0.007734265,0.043897997,0.112431218,0.071109274,0.000781207,0.013416877,0.004963155,0.25,0,0,0,0,0.5,82.82761495
0.057940731,0.092486206,0.018760286,0.108578451,0.37721795,0.026379408,0.012048192,0.144388944,0.000289376,0,0,0.333333333,0,0.5,0,83.20928378
0.012629847,0.11068285,0.007670801,0.065668963,0.365865634,0.067883742,0.004281591,0.132024929,0.004806073,0,0,0,0,0,0.5,83.59271971
0.00655545,0.284216153,0.031327716,0.017859998,0.279964409,0.045988349,0.000266105,0.080153273,0.002239595,0,0,0,0,0,0,83.97760235
0.014209385,0.359887917,0.035074206,0.010956368,0.075383091,0.026274066,0.000101479,0.001968888,0.000798702,0.25,0.333333333,0,0,0,0,84.36392552
0.02265052,0.296022529,0.017431022,0.055840709,0.193179912,0.042975789,0.003459053,0.037073355,0.001905013,0,0,0,0,0,0,84.75151345
0.060056512,0.174974174,0.003572162,0.064092428,0.266873947,0.032803822,0.001947067,0.069615092,0.001102457,0.25,0,0,0,0,0.5,85.14043332
0.025429242,0.045670945,0.013116969,0.106458205,0.342962614,0.028318269,0.011388686,0.117514089,0.000776181,0,0,0,0,0.5,0,85.53037119
0.01060534,0.156889133,0.03411851,0.040457329,0.28195315,0.048620402,0.001832953,0.078576595,0.002371668,0,0,0,0.5,0,0,85.92074123
0.019233813,0.273027069,0.052842581,0.014943226,0.147657978,0.030747046,0.00028485,0.022001365,0.000931288,0.25,0,0,0,0,0,86.3118506
0.028078796,0.303304005,0.06350097,0.023782245,0.054000614,0.01449253,0.000187598,0.002081217,0.000191115,0.25,0.333333333,0,0,0,0,86.70339635
0.010685605,0.251322113,0.064781011,0.071752965,0.131470442,0.019372429,0.005424559,0.01669794,0.000424741,0,0,0.333333333,0.5,0,0,87.09511307
0.016361165,0.155738084,0.046753757,0.016387683,0.261687543,0.063355328,0.000196676,0.069003149,0.004031808,0,0,0,0,0,0,87.48661504
0.0246172,0.03872402,0.016087144,0.022028564,0.294415376,0.138040668,0.000164486,0.086221653,0.019369051,0.25,0,0,0,0.5,0.5,87.87751229
0.0176541,0.132560408,0.067013994,0.014074666,0.188995471,0.129997818,0.00016171,0.037455761,0.016490211,0.25,0,0,0,0,0,88.26726013
0.028641189,0.175097377,0.122869417,0.045206354,0.01606975,0.092302516,0.002406977,7.29E-05,0.008498955,0,0.666666667,0,0,0,0,88.65547661
0.033011795,0.1858213,0.147291086,0.035773254,0.035939821,0.023076154,0.001468206,0.001465407,0.000206156,0,0,0.333333333,0,0,0,89.04212989
0.010195221,0.185513012,0.118811611,0.078325005,0.049804778,0.130537116,0.00645297,0.002563003,0.0175573,0,0,0,0.5,0,0,89.42696052
0.027732303,0.126597926,0.037421778,0.030196968,0.167904873,0.197691564,0.000967202,0.028412173,0.039122004,0,0,0,0,0,0.5,89.8097361
0.031018624,0.034349751,0.050016092,0.007914503,0.168040199,0.159740764,7.49E-05,0.027992047,0.025230425,0,0,0,0,0.5,0,90.19023166
0.022643673,0.049459686,0.115493079,0.020395821,0.164398932,0.118357171,0.000450686,0.02638082,0.013938013,0,0,0,0,0,0,90.56820253
0.020492375,0.151998217,0.158428895,0.013190645,0.212274706,0.050723726,0.000259921,0.045167582,0.002731286,0.5,0,0,0,0,0,90.94332135
0.017925458,0.246145703,0.158647038,0.025612094,0.12286259,0.054215953,0.000708621,0.016164491,0.003027587,0,0,0,0,0,0,91.315469
0.004705024,0.247249866,0.098216381,0.015005286,0.12839433,0.190153376,0.000264308,0.017650924,0.036427271,0.5,0,0,0,0,0,91.68398829
0.005747371,0.140309845,0.01917962,0.040412496,0.22483452,0.161948428,0.001743119,0.05177197,0.026769726,0,0,0,0.5,0,0.5,92.04911693
0.014110181,0.061817994,0.036854989,0.046245589,0.082238051,0.034254777,0.001915709,0.006174412,0.001257014,0.25,0,0.333333333,0,0,0,92.41063936
0.00688421,0.019729772,0.035205913,0.021519435,0.134573744,0.027497227,0.000283158,0.018080669,0.000770779,0.25,0,0,0,0.5,0,92.7688315
0.004570738,0.089326223,0.024375406,0.030802139,0.259942475,0.035547597,0.000961775,0.065961403,0.00046382,0.25,0,0.333333333,0.5,0,0,93.12358664
0.002699735,0.264806461,0.060676834,0.029784179,0.368555871,0.121753937,0.000338858,0.136046241,0.015093888,0.25,0,0,1,0,0,93.47480107
0.020521658,0.427989892,0.11976382,0.037572646,0.221843723,0.123821897,0.001530765,0.051303803,0.015131368,0,0,0,0,0,0,93.82303522
0.037148572,0.454284223,0.176917699,0.035266133,0.153976592,0.098837919,0.001174497,0.024952142,0.010553129,0,0.333333333,0,0,0,0,94.16837083
0.040762766,0.269307084,0.186037269,0.043380456,0.53874852,0.062406593,0.002085652,0.29151057,0.004310409,0.25,0,0,0,0,0,94.51093773
0.01453155,0.092060951,0.119586315,0.109624,0.616594251,0.231903282,0.013214315,0.383382573,0.054492885,0,0,0,0.5,0.5,0,94.85137694
0.034227066,0.290067181,0.037827137,0.028213563,0.243035398,0.303327773,0.000779836,0.060745687,0.091333548,0,0,0,0,0,0.5,95.19000609
0.04331404,0.336175518,0.142543626,0.010681346,0.026751915,0.216496752,5.48E-05,0.000412955,0.046238317,0.25,0.333333333,0,0,0,0,95.52725686
0.030964697,0.307559744,0.221242139,0.051443173,0.089544536,0.108128418,0.002952647,0.00787728,0.01183211,0,0,0,0,0,0,95.86314869
0.008224656,0.241191565,0.240585375,0.064676723,0.15255405,0.046727825,0.004405396,0.023383111,0.001666311,0,0,0.333333333,0.5,0,0,96.19813238
0.019647913,0.173783889,0.190804816,0.018535916,0.078996959,0.143727195,0.000289842,0.006643396,0.020570964,0,0,0,0,0,0,96.53245012
0.027807656,0.161287685,0.126050467,0.017872822,0.017215716,0.12372828,0.000110305,9.81E-05,0.015068016,0.25,0.333333333,0,0,0,0,96.86622208
0.019380915,0.125766334,0.05924047,0.022100164,0.143818772,0.179435519,0.000198225,0.021261235,0.031933811,0.25,0,0,0,0,0,97.19922627
0.012149088,0.035213438,0.048371844,0.041259863,0.235102514,0.255944005,0.001838615,0.054981787,0.065151221,0,0,0,0,0.5,0.5,97.53137939
0.012544721,0.113092939,0.15874771,0.045950597,0.267410731,0.186870527,0.002247802,0.072466757,0.035230969,0,0,0,0,0,0,97.86325956
0.024701029,0.219539239,0.210777751,0.011546539,0.124967252,0.037212046,5.28E-05,0.015605155,0.001241446,0.25,0,0.333333333,0,0,0,98.1948866
0.01728347,0.267796906,0.202829718,0.022491136,0.099358552,0.052546523,0.000659524,0.010107198,0.002630758,0,0,0,0,0,0,98.52679865
0.009585559,0.323383059,0.151943306,0.022181915,0.06933043,0.158662947,0.00052255,0.005068349,0.025501129,0,0.333333333,0,0,0,0,98.85908825
0.013590127,0.303642336,0.073647291,0.051055191,0.13544484,0.150041014,0.002827267,0.019240597,0.022990314,0,0,0,0,0,0,99.19232839
0.024362706,0.213820004,0.020382688,0.003594184,0.186384297,0.088911638,5.37E-06,0.033914006,0.007637418,0.5,0,0,0,0,0,99.52705929
0.029200563,0.087369374,0.026565576,0.024304548,0.32185822,0.114215974,0.000919292,0.105020194,0.013004589,0,0,0,0,0,0,99.86384354
0.018712739,0.099230728,0.083146249,0.089621946,0.348603041,0.111315854,0.009132865,0.120559375,0.012891987,0,0,0,0.5,0,0,100.2028136
0.023490156,0.260318064,0.121268165,0.055923152,0.258655519,0.055905192,0.003215023,0.067560886,0.003170581,0,0,0,0,0,0,100.5444136
0.04116752,0.350706155,0.136307256,0.023697904,0.092023531,0.019401601,0.000464732,0.007955216,0.000140472,0,0,0.333333333,0,0,0,100.8885335
0.053891408,0.385466536,0.120881304,0.016842127,0.061827016,0.057791111,0.000271038,0.001634778,0.003552695,0.25,0.333333333,0,0,0,0,101.2356391
0.047947903,0.32013608,0.094328371,0.035505311,0.257507535,0.028748681,0.001475119,0.066333775,0.000927956,0,0,0,0,0,0,101.5860367
0.02783821,0.128392731,0.075975554,0.052500072,0.475007738,0.091070095,0.002628092,0.225442888,0.00900693,0,0,0,0,0,0,101.9398776
0.026378332,0.154885765,0.024363811,0.14169186,0.573016501,0.208494716,0.021265984,0.326681494,0.043581799,0,0,0,0.5,0,0.5,102.2973182
0.078665033,0.429426725,0.113515389,0.078028081,0.422160755,0.268562392,0.006412952,0.182960831,0.072597429,0,0,0,0,0,0,102.6585492
0.096766722,0.529156294,0.223220757,0.018615603,0.11779138,0.168114661,0.000214642,0.007498383,0.028291997,0.25,0.333333333,0,0,0,0,103.0238563
0.075622142,0.395033024,0.2577226,0.072207952,0.396130592,0.062320476,0.00531172,0.158913403,0.002479425,0,0,0.333333333,0,0,0,103.3931648
0.033501973,0.177818116,0.190737586,0.089470447,0.411258925,0.227795852,0.00797298,0.165449555,0.051937781,0,0,0,0,0,0,103.7666544
0.020895545,0.078952603,0.059020519,0.125158158,0.518540428,0.323150058,0.016220222,0.267425227,0.102648275,0,0,0,0.5,0.5,0.5,104.1437854
0.067682913,0.340653032,0.104698239,0.050184294,0.496632692,0.335333982,0.002658425,0.245249003,0.112020168,0,0,0,0,0,0,104.5242335
0.075575617,0.544079821,0.235376738,0.003727961,0.26558181,0.205705665,7.22E-06,0.071343572,0.041679288,0.5,0,0,0,0,0,104.907489
0.076306403,0.613788591,0.303426592,0.005602191,0.077168198,0.080858016,4.49E-05,0.001922129,0.006236008,0.25,0.333333333,0,0,0,0,105.29338
0.071964898,0.502355988,0.323017079,0.038865627,0.419200591,0.040389253,0.001608898,0.178130224,0.000606898,0,0,0.333333333,0,0,0,105.6815851
0.030629857,0.207752584,0.264462513,0.11306434,0.666855891,0.236333385,0.012930373,0.444240833,0.056507189,0,0,0,0,0,0,106.071175
0.021317577,0.13815836,0.117992263,0.090157331,0.592640832,0.358861832,0.00820931,0.349549896,0.127358627,0,0,0,0,0.5,0,106.4616422
0.057627546,0.377804691,0.069817668,0.054344689,0.323075768,0.408782565,0.003028282,0.102733771,0.165708456,0,0,0,0,0,0.5,106.8524621
0.063073178,0.49341857,0.243406083,0.04454027,0.119583339,0.298593774,0.002340264,0.015447585,0.090105108,0.25,0,0,0,0,0,107.2431498
0.057283861,0.499141572,0.335558899,0.049195524,0.076623018,0.114893459,0.002987646,0.00625491,0.013117727,0.25,0,0,0,0,0,107.6336447
0.056988569,0.441169407,0.363615777,0.076712892,0.142357945,0.043651133,0.006603812,0.019741867,0.000754627,0,0,0.333333333,0,0,0,108.0231575
0.012753071,0.332403426,0.306374566,0.100115493,0.281558369,0.227257161,0.010396965,0.079168788,0.052784047,0,0,0,0.5,0,0,108.4114299
0.019501153,0.156910709,0.168929092,0.010166555,0.375059961,0.316977116,9.14E-05,0.138619643,0.10125229,0.5,0,0,0,0,0,108.7981197
0.022043307,0.060374726,0.039129246,0.008292364,0.362222172,0.239739589,1.78E-05,0.131772079,0.055799006,0.5,0,0,0,0.5,0.5,109.1827339
0.028957763,0.196206261,0.074315028,0.021054827,0.213584055,0.229000304,0.000390286,0.046361262,0.052609961,0.25,0,0,0,0,0,109.565178
0.023662608,0.257124182,0.160577468,0.028431053,0.042047986,0.116096827,0.000832399,0.000637805,0.013397883,0,0.333333333,0,0,0,0,109.9451592
0.0074974,0.226131676,0.193335086,0.04995883,0.101140706,0.033943294,0.002571251,0.010889999,0.001217889,0,0,0,0.5,0,0,110.3223575
0.020810472,0.211982851,0.198642063,0.036402169,0.093545886,0.012815643,0.001227901,0.009222601,0.000139879,0.25,0.333333333,0.333333333,0,0,0,110.6962149
0.01563352,0.298484314,0.182646062,0.032012087,0.206109806,0.052456722,0.000854049,0.043520239,0.002836848,0,0,0,0,0,0,111.066077
0.013518378,0.361766413,0.154880938,0.064905568,0.090052448,0.06181252,0.004574731,0.003130158,0.003649301,0,0.333333333,0,0.5,0,0,111.4317621
0.029058789,0.271132286,0.11215692,0.012300891,0.273233712,0.122537529,0.000159326,0.075367989,0.015206617,0,0,0,0,0,0,111.7925891
0.023540328,0.109978194,0.045980568,0.046561515,0.345067468,0.150826948,0.002424268,0.11819364,0.022486261,0,0,0,0,0,0,112.1483108
0.004381303,0.075065182,0.026258958,0.034303787,0.312762763,0.141166023,0.001164699,0.09841536,0.019957827,0,0,0,0.5,0.5,0.5,112.4984527
0.013337981,0.185147224,0.074048686,0.018761039,0.103453942,0.059547526,0.000161519,0.011531304,0.00361884,0.25,0,0,0,0,0,112.8428635
0.010667357,0.192318945,0.085804377,0.016698799,0.035189808,0.004414696,0.000314848,0.001557036,1.09E-05,0.5,0,0.333333333,0,0,0,113.1816757
0.014301272,0.196347614,0.081644502,0.067904197,0.046941689,0.009154785,0.004748545,0.002303155,0.0001066,0,0,0,0.5,0,0,113.5147262
0.034494002,0.232070449,0.080737335,0.019363548,0.081473958,0.00324932,0.000153199,0.007580947,1.31E-05,0.25,0,0,0,0,0,113.8417383
