ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,load
0.281668407,0.305635774,0.329447316,0.254948147,0.12777874,-0.022747845,0.306775899,0.19414051,0.072255668,-0.012425796,-0.036747134,-0.118427936,0.090743424,-0.004927295,-0.011922861,5.5
0.328091208,0.302349686,0.321778518,0.246152595,0.181389895,-0.05247417,0.287404977,0.136658629,0.005715615,-0.012638181,-0.043571917,-0.11859806,0.089607846,-0.0044442,-0.002595175,5.5
0.366413299,0.302990974,0.303945987,0.272890155,0.176416899,-0.072135229,0.272841872,0.165496453,0.073759464,-0.019272317,-0.044580022,-0.119308883,0.094511294,-0.007891143,-0.005376616,5.5
0.397445703,0.282694105,0.296437131,0.256170456,0.212967813,-0.076844375,0.208021529,0.140405625,-0.015442615,-0.022124779,-0.050090821,-0.117297276,0.093296684,-0.004286621,0.001387681,5.5
0.42096019,0.315799106,0.301123544,0.275668458,0.260718732,-0.115131051,0.238288798,0.137061172,0.02299004,-0.016053688,-0.032012199,-0.103250005,0.105020825,-0.016205978,-0.005833836,5.5
0.471343089,0.290489246,0.302737978,0.310867407,0.283980726,-0.144090293,0.142966703,0.124920257,0.005892986,-0.012867328,-0.027439581,-0.086440188,0.111181341,-0.015885369,-0.000877634,5.5
0.496201782,0.311954169,0.293272751,0.331936868,0.286775202,-0.172777227,0.193785295,0.086515318,0.007360112,-0.00422557,-0.031729726,-0.088421226,0.10167704,-0.006469343,-0.000831966,5.5
0.536334451,0.288055386,0.190732005,0.291651217,0.29280135,-0.199435863,0.12640327,0.152029716,0.037429495,-0.027070356,-0.026048726,-0.080177264,0.112832267,-0.019217556,0.001432423,5.5
0.551745903,0.310466889,0.190550418,0.294497311,0.30578395,-0.22125108,0.169620102,0.1178892,0.060704353,-0.023343618,-0.022083038,-0.076775941,0.121556726,-0.025710584,-0.004624279,5.5
0.531574922,0.327064252,0.243686295,0.314053233,0.312404068,-0.215144224,0.110951432,0.148566754,-0.035994433,-0.02514282,-0.029953361,-0.089155578,0.116168657,-0.019333315,0.000821009,5.5
0.532522819,0.340257329,0.250148653,0.349415077,0.281528409,-0.198826212,0.129140108,0.218360252,0.031724033,-0.022733987,-0.022869999,-0.083841345,0.130961995,-0.031840413,-0.005682592,5.5
0.537121902,0.328496567,0.254190601,0.341769242,0.258215557,-0.230082561,0.086417059,0.144622113,0.015601567,-0.02835119,-0.027714651,-0.081878752,0.121308091,-0.02440005,-0.005802196,5.5
0.550009634,0.378447665,0.264092019,0.32905647,0.261834139,-0.233816873,0.173924882,0.191234718,0.027948762,-0.030690593,-0.014977621,-0.085616542,0.123391549,-0.024202175,-0.005782505,5.5
0.57641221,0.311912906,0.274777368,0.322931026,0.238704881,-0.196443619,-0.004259161,0.22193821,-0.027999067,-0.05102912,-0.024200463,-0.083269229,0.121844266,-0.019952241,-0.003354447,5.5
0.569219914,0.371395868,0.355447081,0.336287174,0.285118246,-0.126429815,0.109595749,0.254388382,-0.023327549,-0.038157579,-0.024306429,-0.08879706,0.121246388,-0.016577393,-0.005761722,5.5
0.566006228,0.377569664,0.420062089,0.36113469,0.261055477,-0.093911089,0.13450343,0.268053995,-0.012893116,-0.035812279,-0.025419145,-0.098473249,0.111452789,-0.003954141,-0.006091535,5.5
0.540020208,0.38476926,0.444474669,0.361349185,0.233443207,-0.044024927,0.171965114,0.291231817,-0.007002358,-0.028770172,-0.024366216,-0.094363515,0.114049529,-0.001417556,-0.00758188,5.5
0.513557092,0.404301112,0.45063881,0.306992901,0.270546984,-0.065504264,0.13139142,0.253793746,-0.064112825,-0.041279104,-0.028831908,-0.098737837,0.108262248,0.002137121,-0.002197365,5.5
0.493956654,0.423901476,0.490714962,0.335502099,0.222651178,-0.051872338,0.184258288,0.246059195,0.036845608,-0.036988973,-0.020240487,-0.088277362,0.116689023,-0.010802323,-0.013161169,5.5
0.486708441,0.408981718,0.520271799,0.331816386,0.167586095,-0.013184708,0.133679506,0.233018509,0.004884118,-0.042404249,-0.044190908,-0.099952529,0.107563791,0.005247895,-0.003008845,5.5
0.473616718,0.447322316,0.491208223,0.293835994,0.170186707,-0.024366055,0.184268219,0.219473448,0.017748867,-0.048317535,-0.04409793,-0.106232531,0.103423449,0.007061606,-0.011743577,5.5
0.522610002,0.451246694,0.495937536,0.299174208,0.19353517,0.029988842,0.184032052,0.322800541,0.018888671,-0.045187558,-0.02765513,-0.084215896,0.11636939,6.29E-05,-0.005265501,5.5
0.601927274,0.481941608,0.545193324,0.32507451,0.243859525,0.028503385,0.234484544,0.22704073,-0.007162409,-0.036555695,-0.03816686,-0.088389368,0.083245703,0.023107507,-0.004974704,5.5
0.672979024,0.510804687,0.525925644,0.344483685,0.313604025,-0.035590844,0.175480478,0.238566783,0.004373573,-0.033709626,-0.016888029,-0.065957057,0.094384457,0.023798487,-0.005970552,5.5
0.761020116,0.5130677,0.536352635,0.351994313,0.359519274,-0.026060174,0.177042841,0.228096142,0.039621508,-0.03798136,-0.013274299,-0.053116083,0.091996511,0.023103064,-0.006374324,5.5
0.782637427,0.521896409,0.49593463,0.305219423,0.41611562,-0.059831166,0.218002804,0.140929888,-0.009905118,-0.039362146,-0.021662791,-0.060391269,0.072573216,0.038095663,-0.001911416,5.5
0.780849528,0.503755393,0.502526496,0.332463917,0.371752252,-0.011985985,0.198448464,0.229349164,0.040761593,-0.039966759,-0.018962624,-0.05662301,0.083328419,0.032198925,-0.004260398,5.5
0.729063848,0.504111915,0.540415556,0.340895353,0.373745153,0.007568721,0.195632921,0.182546302,-0.022584265,-0.023580497,-0.025654498,-0.056373598,0.08035459,0.041052905,-0.002348619,5.5
0.726297024,0.514116191,0.602597245,0.36611062,0.380456006,0.034679609,0.264116829,0.151151469,0.037679812,-0.014699158,-0.018432927,-0.051596022,0.082215247,0.033472972,-0.01115343,5.5
0.664010015,0.570592387,0.603543171,0.372157159,0.392156197,-0.064240172,0.278188604,0.070777043,0.063493241,-0.005678215,-0.020976405,-0.049123357,0.083526893,0.036197604,-0.003464199,5.5
0.632338572,0.592172549,0.626120128,0.351339546,0.423428671,-0.050470543,0.276553888,0.067101817,0.011866521,-0.001754335,-0.015732585,-0.041593462,0.088976637,0.031528989,-0.003700173,5.5
0.631862879,0.609040803,0.60595852,0.357557863,0.374637397,-0.065296386,0.260038262,0.092273069,0.05291702,-0.010189661,-0.015890087,-0.03952141,0.0829171,0.035111275,-0.007162984,5.5
0.596723359,0.636421141,0.636967323,0.371833873,0.376786225,-0.037973921,0.280077283,0.15731388,0.068015155,-0.01055338,-0.010035051,-0.044099447,0.083639371,0.030595141,-0.014955602,5.5
0.552420421,0.641885202,0.652680494,0.327196875,0.456512402,-0.024918659,0.201435644,0.142114769,-0.058327033,-0.013927449,-0.018975155,-0.05273266,0.072100812,0.040766433,-0.011946856,5.5
0.507075584,0.670529712,0.691696738,0.323899178,0.459095541,-0.041965727,0.216481722,0.101976903,-0.01565367,-0.016131049,-0.011412235,-0.047294113,0.071064184,0.032712591,-0.021123885,5.5
0.469087175,0.703963659,0.731664048,0.307776379,0.421521193,-0.009224989,0.243244623,0.153657337,-0.021125817,-0.026638064,-0.016581962,-0.060428469,0.06337546,0.034456401,-0.015249278,5.5
0.386362884,0.694948583,0.774980881,0.287282963,0.356202788,-0.049952977,0.177872296,0.078180758,-0.045773625,-0.044285773,-0.028952571,-0.085218941,0.053243101,0.038266544,-0.020328568,5.5
0.321949378,0.666259578,0.796543322,0.230010567,0.338396802,-0.04186942,0.177238801,0.075658252,-0.026382556,-0.04950885,-0.018657537,-0.08232454,0.073294256,0.026513492,-0.016947763,5.5
0.252438264,0.658587403,0.867754993,0.16464188,0.322405035,0.02436202,0.232330303,0.073841176,-0.068076726,-0.068537097,-0.034459011,-0.118206073,0.05354636,0.02772318,-0.017241839,5.5
0.240147059,0.675442071,0.838280312,0.116622084,0.275232833,-0.051028142,0.223333798,0.028789245,-0.010385264,-0.080461026,-0.022710655,-0.12171293,0.058929446,0.02638639,-0.026602017,5.5
0.265278964,0.670154599,0.874693839,0.115501027,0.271294717,0.023522097,0.212751364,0.088724896,0.001952721,-0.079444381,-0.021525291,-0.111975232,0.070657985,0.020777701,-0.02165539,5.5
0.270126754,0.737701126,0.865602339,0.0929448,0.316059322,-0.031323069,0.210283673,0.02779629,-0.05787956,-0.07501456,-0.027326545,-0.123855452,0.065590627,0.037695476,-0.022722793,5.5
0.327153213,0.744653111,0.814953814,0.08613788,0.311776012,-0.024814429,0.212018838,0.052439291,0.013007186,-0.084413959,-0.027883853,-0.115735709,0.070279021,0.029894436,-0.026887959,5.5
0.33861191,0.731467438,0.777330924,0.073127005,0.291529413,-0.003808216,0.188707839,0.098568697,-0.035317473,-0.086987053,-0.029306295,-0.116692619,0.069528663,0.034198622,-0.026621622,5.5
0.379641285,0.662688872,0.767360048,0.043704618,0.289634947,-0.000845246,0.077992433,0.116633666,-0.074818497,-0.11058855,-0.02037455,-0.120922438,0.068395855,0.026895356,-0.033473336,5.5
0.416266144,0.632005473,0.705570082,0.011356312,0.273776732,-0.090145713,0.001409763,0.057097197,-0.034556254,-0.135545227,-0.020047548,-0.121323452,0.058477484,0.025540721,-0.032364578,5.5
0.406948251,0.642417935,0.766507547,-0.030342329,0.365181501,-0.099149744,0.066738319,-0.001027465,-0.105400427,-0.128041744,-0.004932172,-0.129118876,0.062418919,0.021319835,-0.032966319,5.5
0.423073703,0.585012206,0.806179258,-0.029980937,0.36709535,-0.056551019,0.019685076,-0.018008985,-0.084611348,-0.124816588,-0.004969309,-0.120893705,0.06957134,0.024306456,-0.024174395,5.5
0.446290837,0.58293495,0.734802203,-0.043473657,0.289942603,-0.0650886,0.125227732,0.040289131,0.025188301,-0.132247915,0.007159531,-0.116333778,0.063645787,0.025619744,-0.018135432,5.5
0.42841141,0.562090942,0.701959997,-0.062702999,0.295647643,-0.067101989,0.145179173,0.057768481,0.018616986,-0.128278542,0.016914271,-0.115740623,0.068919672,0.023965941,-0.017524052,5.5
0.404603493,0.50095944,0.699636539,-0.069356728,0.302740982,-0.025812135,0.110708557,0.067510517,0.026991746,-0.12663964,0.020325637,-0.109388401,0.068234837,0.022131351,-0.01999187,5.5
0.390064883,0.524146686,0.691860638,-0.079676861,0.322485378,0.009359385,0.20108692,0.080889359,0.071907735,-0.116195423,0.02357885,-0.104069242,0.072371076,0.021190772,-0.020849859,5.5
0.376333673,0.512498139,0.595151004,-0.088967966,0.299236906,-0.02508656,0.167913464,0.073357994,0.107021486,-0.123320028,0.020238754,-0.094786465,0.069644094,0.017244154,-0.022874223,5.5
0.333718756,0.49604621,0.616831513,-0.064885537,0.296989681,0.009136566,0.097511883,0.092499328,0.110218574,-0.117710468,0.013147435,-0.08790745,0.074587602,0.020084567,-0.015857731,5.5
0.258900936,0.51920705,0.682764408,-0.032063887,0.319008843,0.03834091,0.169844835,0.063432945,0.089216815,-0.101323295,0.010826404,-0.087392579,0.071372457,0.019189733,-0.012472244,5.5
0.156373935,0.528980719,0.686637627,-0.054423066,0.366346087,-0.018216611,0.106116956,0.042673059,0.249400668,-0.116341303,0.018888207,-0.085759659,0.069806479,0.018930501,-0.02012241,5.5
0.12995708,0.528359339,0.698511204,-0.038539609,0.297910008,-0.002932322,0.137433742,0.100743474,0.293960492,-0.125616288,0.025021487,-0.073049962,0.064378745,0.007259353,-0.017335417,5.5
0.091744636,0.541955244,0.729588142,-0.063225888,0.318814041,0.01844865,0.087626176,0.148642973,0.213532392,-0.135429102,0.022940345,-0.084519852,0.055401135,0.011210648,-0.013167013,5.5
0.107036557,0.570612283,0.739287431,-0.073270906,0.348655912,0.005261753,0.123616394,0.119518991,0.258437373,-0.141648649,0.021638465,-0.079753095,0.050847477,0.003649936,-0.010426121,5.5
0.110028162,0.593863909,0.663795619,-0.07268526,0.309621649,0.023513609,0.118955951,0.138682669,0.302472207,-0.131997658,0.015011813,-0.068662929,0.057199303,0.007504441,-0.015918483,5.5
