ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,load
0.284306939,1.038126096,0.665479714,-0.108086604,0.261945822,0.071423951,0.312866897,-0.004658202,0.056425668,-0.076762952,-0.038968029,-0.033855748,0.071957357,0.011442811,0.009861862,5.5
0.259264766,1.045520792,0.670464949,-0.10089067,0.263013548,0.043258242,0.305248899,0.029123182,0.04315832,-0.08115652,-0.035061212,-0.043438802,0.075121434,0.012901241,0.00757775,5.5
0.237721394,1.044450594,0.710696418,-0.086282896,0.273677924,0.088008178,0.363191136,0.039861483,-0.020006347,-0.07085187,-0.038929468,-0.0434544,0.066888026,0.015814639,0.010364029,5.5
0.196061214,1.045936824,0.662727987,-0.087951853,0.234124614,0.041614505,0.360272828,0.118765293,0.001030727,-0.08022466,-0.033568551,-0.045683404,0.070050066,0.014173323,0.018369584,5.5
0.1819608,0.981897511,0.680393938,-0.071763467,0.211363562,0.066010907,0.296138679,0.134229747,0.081788674,-0.086452255,-0.02854513,-0.039367541,0.070590405,0.015024569,0.01376076,5.5
0.169934285,0.991491795,0.682141568,-0.062572301,0.226044129,0.024263411,0.339588684,0.118385924,0.096886269,-0.080918504,-0.023753073,-0.04792696,0.076624233,0.016654558,0.01306662,5.5
0.192133789,0.960187224,0.767999643,-0.02513415,0.224325915,0.065925827,0.240424456,0.127539151,0.000471852,-0.084398243,-0.034281064,-0.058279209,0.073126566,0.02148719,0.014590394,5.5
0.256963309,0.962557852,0.778798754,-0.003692334,0.198457632,0.114524221,0.273345182,0.152146209,0.087982148,-0.088157245,-0.037134888,-0.050989693,0.07154272,0.012314502,0.020028239,5.5
0.290832558,0.860147112,0.786929143,-0.003677408,0.193160992,0.132302319,0.160265436,0.12341829,0.063986095,-0.094291553,-0.038065668,-0.046464047,0.077298489,0.010835353,0.022020866,5.5
0.235035173,0.883471669,0.812054958,0.004380348,0.240926096,0.073832949,0.095270532,0.107512805,-0.001883191,-0.092052497,-0.03933321,-0.059804864,0.082090882,0.015042241,0.018843381,5.5
0.258510965,0.83075466,0.70452583,-0.005159605,0.19010151,0.081972649,0.07057195,0.198258399,0.084136877,-0.108576597,-0.039753726,-0.061970556,0.077602383,0.013708406,0.017698433,5.5
0.230141636,0.77927987,0.691999649,0.026569762,0.170324481,0.082851741,0.045215868,0.232476125,0.036205124,-0.117793101,-0.045599845,-0.058535745,0.073260138,0.008309688,0.012969873,5.5
0.148138815,0.79559682,0.759567402,0.07564965,0.203025072,0.087619031,0.116840129,0.22776849,0.007767781,-0.096156659,-0.056956987,-0.061296299,0.073744523,0.009838337,0.026939867,5.5
0.136819244,0.788332636,0.729661773,0.105938592,0.166652166,0.041320449,0.052286846,0.189358498,0.052894544,-0.099979658,-0.064808191,-0.055996076,0.069756226,0.009559893,0.022790141,5.5
0.116625938,0.817731288,0.713601655,0.115522141,0.172651023,0.058914618,0.145300949,0.213404452,0.070059556,-0.087202018,-0.064574973,-0.057721931,0.068911642,0.009949644,0.020385211,5.5
0.081557052,0.795366452,0.71290302,0.084395121,0.25774042,0.067306109,0.054234987,0.215505575,0.037642128,-0.091941774,-0.068021582,-0.056090916,0.07428568,0.003939164,0.023577678,5.5
0.084124682,0.76117307,0.733233274,0.103783614,0.249362557,0.116375274,0.110623611,0.217944211,0.053650022,-0.07874867,-0.064214189,-0.054366401,0.0735928,0.004514586,0.020241862,5.5
0.071438981,0.738743101,0.737667705,0.109886232,0.276952549,0.106892685,0.110038592,0.229239001,0.072976921,-0.078717138,-0.060814822,-0.066233373,0.075587747,0.004936407,0.016404194,5.5
0.066596424,0.749280802,0.767852436,0.158486122,0.286590617,0.048081551,0.03218431,0.183473824,0.07128149,-0.07824607,-0.072227676,-0.075533669,0.076900558,0.005415048,0.010157355,5.5
0.077440981,0.755888865,0.773409924,0.180875711,0.326822946,0.051734186,0.046159142,0.167896451,0.004112424,-0.065694303,-0.08113605,-0.084062268,0.080856949,0.002444336,0.005322135,5.5
0.077410335,0.765899659,0.735464069,0.173658031,0.317630458,0.04226229,0.063034161,0.193557664,-0.028091549,-0.066417662,-0.086540389,-0.090582682,0.072714654,0.008135074,0.009401055,5.5
0.083634848,0.73889056,0.680507086,0.165073034,0.304913699,0.043548197,0.072036461,0.215349937,0.039672133,-0.067830733,-0.078129298,-0.086047149,0.080078662,0.002706269,-0.000727837,5.5
0.016568087,0.720726195,0.745630981,0.218044815,0.289360468,-0.000299662,0.040269011,0.216512848,0.033405573,-0.064207035,-0.07956267,-0.101196635,0.078741056,0.009597259,-0.002125998,5.5
-0.020515717,0.744100899,0.729907779,0.20250082,0.341239305,0.002828505,0.052178916,0.246688962,-0.030057741,-0.066613073,-0.082171791,-0.110370886,0.066059847,0.005088915,-0.00573275,5.5
-0.033105866,0.757535007,0.755658053,0.212280337,0.344352149,0.054310829,0.081175478,0.280332695,-0.00225749,-0.059027591,-0.082730511,-0.104424912,0.069064431,0.002479162,-0.006936511,5.5
-0.080983913,0.842855488,0.72662061,0.19426085,0.371833526,-0.035809084,0.206782943,0.247514248,0.036105671,-0.05029365,-0.077234767,-0.107143837,0.070717107,0.004040404,0.000444014,5.5
-0.08351401,0.818186765,0.694965281,0.180248808,0.385399659,-0.064950705,0.174237164,0.200428378,0.03554682,-0.048612137,-0.077444336,-0.104826312,0.07169815,0.006369565,-0.002098183,5.5
-0.095465774,0.8062808,0.734368612,0.232298897,0.324220191,0.012119284,0.140157251,0.390048255,0.057077226,-0.054927827,-0.07052291,-0.122566911,0.078110975,0.008294946,-0.015517748,5.5
-0.077838516,0.788894974,0.695062415,0.220394104,0.316847692,0.017795545,0.170590119,0.386454352,0.036318534,-0.051242777,-0.072485274,-0.12388104,0.071907647,0.013830619,-0.011583123,5.5
-0.058774565,0.788985032,0.668783518,0.211641142,0.336540773,-0.023612384,0.129705016,0.35839471,0.031249602,-0.056762774,-0.072425015,-0.126100643,0.07812166,0.010767926,-0.015965394,5.5
0.016073259,0.791801644,0.62945678,0.23534124,0.263028899,-0.020879484,0.138613475,0.329092235,0.050045601,-0.043837302,-0.073680803,-0.125927259,0.085853466,0.018416343,-0.022495746,5.5
0.022485408,0.830596379,0.563665502,0.214858689,0.264917782,-0.065176112,0.103470573,0.336254817,0.008277097,-0.054073769,-0.087842358,-0.123730818,0.07963068,0.014735094,-0.012437072,5.5
0.004321442,0.91075588,0.50948053,0.211215812,0.243733556,-0.163633832,0.116865164,0.285260779,0.078417573,-0.049194709,-0.092546689,-0.114980622,0.090186861,0.01710256,-0.006712454,5.5
0.009190395,0.888660368,0.454153845,0.146854828,0.270116205,-0.081741416,0.231453434,0.310994596,0.01326878,-0.038754023,-0.082851452,-0.107039767,0.08540264,0.016107418,-0.006918369,5.5
-0.039122263,0.914951075,0.445985455,0.134474425,0.260274926,-0.117125203,0.242507766,0.325825821,0.11191816,-0.044100253,-0.075141297,-0.104622361,0.084282692,0.019064861,-0.004747093,5.5
-0.04127548,0.857245755,0.460924373,0.151353599,0.216199541,-0.095869476,0.183738491,0.334498575,0.172127086,-0.047944976,-0.067663554,-0.098677525,0.083198441,0.019822616,-0.010322896,5.5
-0.08789968,0.894603183,0.484655853,0.135701953,0.259105367,-0.116939497,0.224016333,0.311569752,0.136007225,-0.040035683,-0.063252604,-0.101509222,0.080800755,0.020813961,-0.006660593,5.5
-0.078969062,0.871919271,0.463597912,0.147176679,0.19546159,-0.165016959,0.174683779,0.254431461,0.165705281,-0.042835618,-0.06337067,-0.089431195,0.080429269,0.020203841,-0.003176205,5.5
-0.097711339,0.910101675,0.489887565,0.165000568,0.178106763,-0.138559247,0.198351076,0.313848809,0.160599979,-0.038475194,-0.064389602,-0.088604615,0.086364999,0.019183095,-0.001337883,5.5
-0.061102915,0.882365599,0.403843771,0.152322284,0.144054585,-0.188425001,0.182435727,0.295400496,0.180438957,-0.046465643,-0.065669193,-0.088833596,0.086553309,0.018535254,-0.002773171,5.5
-0.033823326,0.842954751,0.443329784,0.175903598,0.127698347,-0.129406357,0.109517942,0.2950113,0.064152123,-0.042565168,-0.074491434,-0.088891995,0.083408206,0.019972561,-0.007438143,5.5
-0.052099399,0.858938931,0.489124121,0.230799192,0.067553113,-0.17403609,0.058850219,0.307725167,0.108052947,-0.043303108,-0.071551535,-0.096103422,0.092391233,0.023747772,-0.013923436,5.5
-0.05195336,0.864814941,0.450344659,0.18380135,0.119802974,-0.241139237,0.042408061,0.169418526,0.057924309,-0.04282759,-0.07959354,-0.084764586,0.084985113,0.024285439,-0.004500804,5.5
-0.057305176,0.869268647,0.465690048,0.206877199,0.074560944,-0.236454438,-0.043931679,0.221378218,0.103235695,-0.049450922,-0.076234437,-0.085911558,0.095809248,0.026658148,-0.01399061,5.5
-0.072608478,0.856666344,0.436105545,0.179984518,0.076182985,-0.232316097,-0.02470204,0.236278173,0.097116196,-0.054016733,-0.07528294,-0.082844203,0.089585807,0.026034389,-0.008036791,5.5
-0.104748335,0.853505255,0.454227893,0.172263966,0.104651268,-0.249923647,0.042546978,0.180327029,0.049488799,-0.048568346,-0.075078759,-0.077618074,0.081109459,0.023051259,-0.005514125,5.5
-0.142911722,0.82162785,0.480823529,0.184713276,0.109435669,-0.263902496,0.004491793,0.197674056,0.161963158,-0.0520144,-0.062733816,-0.082776952,0.089621572,0.024539098,-0.013148073,5.5
-0.156350038,0.778847306,0.525895919,0.197421161,0.113841437,-0.201657757,0.028707987,0.233491816,0.081106101,-0.04460306,-0.058131553,-0.087694714,0.080399626,0.024261105,-0.013065425,5.5
-0.149688677,0.738774414,0.560767377,0.208535731,0.117722261,-0.163969058,-0.025681422,0.229059191,0.096315165,-0.046292035,-0.058565913,-0.083991962,0.081429497,0.023440442,-0.016223808,5.5
-0.135069309,0.715352941,0.593498732,0.21961643,0.109618351,-0.151200639,-0.028018822,0.182407542,0.112731412,-0.043321406,-0.057915337,-0.077944347,0.078155332,0.025577056,-0.014632401,5.5
-0.140220229,0.773387166,0.61418181,0.200762711,0.154924477,-0.151567843,0.009341081,0.142521554,0.085601856,-0.035705005,-0.060834932,-0.072699322,0.086712504,0.025183619,-0.012196832,5.5
-0.139148361,0.807078176,0.594122561,0.170502494,0.179900591,-0.177843129,-0.052179041,0.126952078,0.097796207,-0.047532671,-0.063417565,-0.069039317,0.089440838,0.024449034,-0.013978756,5.5
-0.123694281,0.828133976,0.519700017,0.086891208,0.261454524,-0.097821856,0.046872673,0.21454131,0.0604789,-0.052898782,-0.061849044,-0.069129275,0.08681508,0.021918812,-0.011030267,5.5
-0.096062331,0.804728505,0.490492258,0.0681705,0.277643417,-0.116661288,0.01811016,0.153046938,0.0670693,-0.054638692,-0.062291482,-0.065289508,0.087687653,0.021664465,-0.014158971,5.5
-0.113504223,0.815799701,0.549521779,0.100156828,0.263495387,-0.106470402,0.089527229,0.131968616,0.09915428,-0.040159761,-0.058516718,-0.065276277,0.08704972,0.024558696,-0.009716365,5.5
-0.138614676,0.795939657,0.564445389,0.101995504,0.278181177,-0.138842061,-0.020282228,0.143481377,0.090113659,-0.053967059,-0.057047855,-0.07162045,0.086982839,0.021664789,-0.01258797,5.5
-0.113102471,0.752217345,0.498979509,0.044052022,0.310149837,-0.060560878,0.082108707,0.185663228,0.119096786,-0.054712031,-0.048508864,-0.06319807,0.080022015,0.016553911,-0.008526875,5.5
-0.114613952,0.748104235,0.467464314,0.021516089,0.315805266,-0.056411024,0.098261298,0.20153221,0.113969098,-0.055804403,-0.043354129,-0.061434434,0.081017164,0.015535283,-0.00989379,5.5
-0.158054378,0.766606746,0.551341403,0.05511949,0.338928387,-0.035502583,0.123040661,0.235569104,0.064976045,-0.050540364,-0.045669507,-0.070714876,0.074546363,0.012430669,-0.004742816,5.5
-0.193135177,0.765395215,0.58859849,0.072440854,0.348419927,-0.048252889,0.097055518,0.240498619,0.083979955,-0.048998446,-0.040573282,-0.076427499,0.075500427,0.013230467,-0.009094209,5.5
-0.208576084,0.748193619,0.661589162,0.097274941,0.359177841,0.00864255,0.065601461,0.306210141,0.113912032,-0.054966732,-0.040358696,-0.082699279,0.072950824,0.010767059,-0.006768506,5.5
-0.189256782,0.815680276,0.67011482,0.098299887,0.371748947,0.000167828,0.116095875,0.255042839,0.044963283,-0.04572625,-0.053302779,-0.077988967,0.06968061,0.009602624,-0.000563053,5.5
-0.131977062,0.799857522,0.618954706,0.086749524,0.333313009,0.000685676,0.027706373,0.239912093,0.077908684,-0.060094946,-0.059208696,-0.067756182,0.07153253,0.004800037,-0.00619892,5.5
-0.140410662,0.833258568,0.629691213,0.0811216,0.351794228,-0.010566907,0.005364365,0.276866451,0.088459653,-0.067932261,-0.061806211,-0.076337089,0.075375758,0.007567028,-0.001793906,5.5
-0.106401642,0.835382424,0.551254265,0.060069684,0.311856837,-0.018032173,0.057388504,0.292362582,0.015344992,-0.065630567,-0.059972223,-0.077940543,0.073282316,0.009410324,-0.004018468,5.5
-0.148811454,0.846048539,0.572013485,0.053326555,0.35106996,-0.070175199,-0.022412454,0.287407931,0.044389718,-0.078982953,-0.059095546,-0.081054314,0.07456293,0.006970483,-0.00199524,5.5
-0.207844382,0.915794107,0.667327688,0.117007232,0.33759917,-0.123652917,0.054423264,0.276538684,0.079822577,-0.064274228,-0.059500526,-0.090421853,0.07758432,0.011224795,0.007499775,5.5
-0.196701067,0.925816786,0.678221957,0.139788376,0.282050335,-0.133766999,0.026700037,0.270546856,0.132187387,-0.065740059,-0.059016489,-0.087964107,0.077624299,0.016958115,0.003251677,5.5
-0.187285767,0.951842307,0.655812048,0.10949166,0.296505651,-0.182067045,0.027417976,0.199560979,0.15038469,-0.070655784,-0.058025138,-0.080282985,0.075450395,0.014567423,0.007429251,5.5
-0.140310461,0.936558163,0.699213028,0.110885062,0.324714685,-0.076640949,0.042477618,0.20645219,0.107389902,-0.064783109,-0.065173805,-0.078435478,0.072268734,0.016401537,0.002612706,5.5
-0.075065356,0.954410988,0.651130317,0.090281123,0.301855558,-0.036360648,0.180153766,0.191652593,0.097191146,-0.055853805,-0.067256593,-0.071215095,0.067726644,0.016669846,0.00762031,5.5
-0.074928528,0.975150347,0.673238892,0.081543944,0.335930286,-0.004276346,0.13093998,0.227414817,0.024554993,-0.059248214,-0.072546542,-0.07666806,0.070037597,0.015687071,0.006021125,5.5
-0.077555167,0.955195181,0.693033717,0.053948039,0.393827956,-0.006082745,0.063799552,0.164121991,0.099916287,-0.068042359,-0.07112513,-0.066291919,0.074118807,0.014475847,0.003843638,5.5
-0.074896688,0.956010482,0.695581713,0.032526616,0.414599527,0.02588723,0.164841096,0.16692261,0.149852725,-0.060715155,-0.058292018,-0.064647615,0.077343142,0.015779392,0.002170066,5.5
-0.060302188,0.953951502,0.733427535,0.079092131,0.331220183,0.034968114,0.190325246,0.191424363,0.185025973,-0.057324513,-0.054174623,-0.068557188,0.07425372,0.02461759,0.001177544,5.5
-0.07385978,0.989831588,0.698373515,0.065805524,0.324972953,-0.003571179,0.245066665,0.195437887,0.169492329,-0.053088055,-0.048459525,-0.070612752,0.078668901,0.025594551,0.000773357,5.5
-0.048564587,0.885832664,0.702265427,0.05525282,0.309887201,0.055906238,0.188884536,0.211822753,0.145680178,-0.058089643,-0.037827596,-0.068640883,0.081099988,0.026961969,-0.00665784,5.5
-0.094522656,0.905133794,0.716648513,0.049138648,0.323797245,0.026831733,0.167574907,0.264808189,0.147671174,-0.068291889,-0.033183487,-0.078557212,0.081328413,0.032978034,-0.005735373,5.5
-0.079878516,0.884415346,0.687961647,0.013697142,0.348581928,0.058429116,0.187550883,0.254909256,0.176164593,-0.070468367,-0.029550331,-0.068423989,0.07980842,0.028605044,-0.005350583,5.5
-0.116921435,0.925694418,0.74537339,0.01994666,0.398326751,0.064287775,0.155583833,0.257773832,0.145437008,-0.069276213,-0.035787131,-0.068248404,0.083002117,0.023556523,-0.002114278,5.5
-0.074033794,0.884397016,0.694251854,0.020858209,0.345292302,0.088390336,0.16104713,0.263409599,0.065925326,-0.063429302,-0.037629643,-0.067580193,0.078945631,0.027480386,-0.004900924,5.5
-0.031920085,0.808877902,0.571606624,-0.018428376,0.294645244,0.131284544,0.135863048,0.36568183,0.041856343,-0.079353728,-0.031171737,-0.067689906,0.070838014,0.023603838,-0.011911241,5.5
-0.078441861,0.806186431,0.570372438,-0.035605582,0.350470634,0.077561703,0.098415558,0.354528105,-0.024251265,-0.083389317,-0.027945373,-0.074798658,0.0729881,0.018695148,-0.010223612,5.5
-0.113690704,0.787677371,0.710990666,0.072134547,0.285792332,0.119668685,0.146249088,0.365966607,-0.022399366,-0.055919252,-0.025117739,-0.082942542,0.076602248,0.02571686,-0.012637771,5.5
-0.157730502,0.781520022,0.715525277,0.065330421,0.298108436,0.113740734,0.136205037,0.385796969,-0.008688767,-0.054340778,-0.0171084,-0.080485087,0.081113951,0.024974761,-0.014139836,5.5
-0.22361403,0.785264484,0.741791907,0.053214838,0.354572844,0.108403761,0.128636065,0.408153092,-0.047549986,-0.047530576,-0.006037609,-0.085358487,0.089853477,0.023262207,-0.018235126,5.5
-0.245244942,0.785248358,0.748463413,0.04346302,0.380456273,0.088157495,0.170448044,0.378444477,-0.005377423,-0.045388831,0.000801508,-0.084751348,0.088457862,0.025605115,-0.019427367,5.5
-0.251388336,0.811671992,0.739870646,0.061244208,0.340523815,0.061807831,0.1715604,0.396730775,-0.059422557,-0.043757944,-0.003372617,-0.086797202,0.086324018,0.024500318,-0.014499328,5.5
-0.261517351,0.80237806,0.757873215,0.06444601,0.359047659,0.05400102,0.083814527,0.36336221,-0.149781906,-0.043300387,-0.010656068,-0.082913492,0.087570458,0.020911812,-0.015157223,5.5
-0.268980371,0.797939849,0.701135391,0.024626445,0.397491047,0.030813082,0.051737907,0.352504773,-0.139043093,-0.05281646,-0.012665685,-0.077054569,0.085754116,0.015818086,-0.013637974,5.5
-0.282035584,0.784556636,0.766739729,0.056663094,0.400259523,0.036634446,0.019549419,0.309647192,-0.102492694,-0.045601382,-0.012845156,-0.074303363,0.089481381,0.018169675,-0.016174012,5.5
-0.345666499,0.807522578,0.852954369,0.079239978,0.458940414,0.074538315,0.025344167,0.352042366,-0.108229059,-0.033371171,-0.007702519,-0.082805631,0.09734687,0.016734023,-0.02002114,5.5
-0.350026032,0.793498365,0.888198167,0.093117823,0.482495013,0.113839355,0.140839628,0.298205246,-0.137223709,-0.006910488,-0.005500472,-0.076764768,0.095632635,0.014494239,-0.015838581,5.5
-0.396695375,0.827137953,0.889353197,0.103211443,0.489385288,0.061372381,0.170963454,0.308351445,-0.133978353,-0.003806471,-5.95E-05,-0.084565134,0.094859135,0.013254652,-0.016673609,5.5
-0.415415461,0.768656525,0.925224198,0.084849751,0.569980637,0.071177902,0.081537552,0.267712053,-0.15096225,-0.006039306,0.003941201,-0.085473433,0.102616833,0.010237421,-0.019428196,5.5
-0.441745843,0.773543072,0.986793408,0.067669804,0.666536184,0.123353686,0.160175395,0.252242496,-0.099924263,0.004700533,0.012839685,-0.083968442,0.110790716,0.004163634,-0.021472728,5.5
-0.445013182,0.749168656,1.051954057,0.046318795,0.757892191,0.179567909,0.147050028,0.192414312,-0.059370759,0.009193529,0.013840064,-0.074275022,0.117404183,0.00377888,-0.02093901,5.5
-0.432484782,0.717716993,1.021829441,0.023448999,0.756984727,0.210707338,0.125954074,0.23063044,-0.081164249,0.001339766,0.016570757,-0.071488444,0.113406229,-0.000149693,-0.019985855,5.5
-0.448206622,0.720943975,0.971623705,-0.021140633,0.792546569,0.17472941,0.088768157,0.236135003,-0.076621999,-0.010943115,0.019791042,-0.070016237,0.113933462,-0.002007589,-0.017343426,5.5
-0.470239636,0.691002017,1.068566929,-0.00494385,0.851029721,0.212268725,0.014584546,0.224797939,-0.087846552,-0.009446495,0.021681214,-0.074557697,0.12170604,-0.004978022,-0.018366469,5.5
-0.468138598,0.728082763,1.084972202,0.050569129,0.761093196,0.168499014,0.10724503,0.21022869,0.053971459,-0.000470992,0.023268894,-0.075943463,0.119992818,0.006189834,-0.015837674,5.5
-0.427281466,0.662152603,1.028247231,0.051110748,0.707337065,0.156538351,0.043565911,0.179009008,0.067756095,-0.008013405,0.018188268,-0.066511495,0.113481134,0.004724214,-0.01285414,5.5
-0.43863744,0.661508726,1.0247659,0.055168843,0.706558183,0.17847507,0.097546343,0.245690153,0.061356315,-0.004231748,0.024902137,-0.078233726,0.113920107,0.005771929,-0.01447994,5.5
-0.453977543,0.677065528,1.014735052,0.063995561,0.693930817,0.100325594,0.066519414,0.196197532,0.144272444,-0.010700763,0.023055332,-0.076339236,0.112598104,0.005947414,-0.010515295,5.5
-0.462915581,0.678726425,1.000083646,0.038757595,0.746734652,0.118478357,0.089280315,0.198912055,0.093150526,-0.003891773,0.022783124,-0.07765626,0.117377789,0.002881117,-0.009435763,5.5
-0.461870142,0.645561724,0.97512796,0.020924324,0.771930996,0.116256076,0.004361969,0.19430529,0.091970615,-0.01518425,0.017793411,-0.074349238,0.114496645,-0.002579544,-0.010247623,5.5
-0.412901832,0.636471287,0.830846603,-0.005941989,0.684596276,0.042581027,0.046099336,0.159445904,0.154859775,-0.024595633,0.014655571,-0.061917987,0.103331049,0.000345932,-0.002594282,5.5
-0.383647283,0.598390685,0.823479189,0.000185733,0.660754315,0.073672553,0.021461075,0.16023156,0.12292354,-0.024854509,0.01198203,-0.060139266,0.100656252,0.000774026,-0.005855444,5.5
-0.391914902,0.591406144,0.85734192,0.036918781,0.630805563,0.032116841,-0.093166917,0.142569788,0.077278172,-0.030521965,0.00326992,-0.065110733,0.099945274,0.001691563,-0.003923741,5.5
-0.376528558,0.606574106,0.880925339,0.100209762,0.540969897,0.019779235,-0.016992687,0.123753819,0.113838301,-0.014763918,0.000777637,-0.06734429,0.095628166,0.008633376,-0.005323307,5.5
-0.368911183,0.577573108,0.831708517,0.10309006,0.504902934,-0.012549779,-0.107109751,0.143545456,0.13140127,-0.030296497,-0.006920838,-0.067143406,0.087642265,0.006404409,-0.002090071,5.5
-0.383051558,0.575273997,0.874034806,0.133903256,0.494514044,-0.005561535,-0.150919247,0.153565875,0.018845527,-0.02324088,-0.00914918,-0.074498646,0.087765479,0.004089672,-0.006737852,5.5
-0.386092045,0.577039601,0.872761912,0.129363895,0.524435603,-0.009790839,-0.107496265,0.107397363,0.068339093,-0.014612328,-0.009832386,-0.070759601,0.090311403,0.004022751,-0.006671213,5.5
-0.347924474,0.544120309,0.852010611,0.140786151,0.478209697,0.058582519,-0.070225222,0.149838367,0.0160937,-0.006367348,-0.012050028,-0.069850096,0.087540411,0.007375441,-0.010653249,5.5
-0.338363794,0.570408348,0.720133127,0.11079387,0.427980783,-0.031595421,-0.061742279,0.172119413,0.103970867,-0.026262822,-0.014902237,-0.067833913,0.079016229,0.006767273,-0.007729021,5.5
-0.314982562,0.503108195,0.712258601,0.084071618,0.470929181,0.009159865,-0.163717776,0.155144418,0.024674953,-0.034245002,-0.018933242,-0.063734815,0.078683663,-0.00020041,-0.010458291,5.5
-0.312710077,0.493559492,0.689909881,0.088259249,0.444778562,0.037418012,-0.120410827,0.224356517,0.092261555,-0.035524521,-0.013847356,-0.06777483,0.077874524,0.001614226,-0.012059255,5.5
-0.297014958,0.482265771,0.682383961,0.094750346,0.427735231,0.041203434,-0.106934897,0.203307584,0.076885148,-0.031002945,-0.015584413,-0.06556798,0.075133762,0.002140563,-0.012921144,5.5
-0.273271227,0.463284574,0.662209313,0.071356989,0.464593788,0.070725451,-0.064248291,0.170669803,0.01648885,-0.021838412,-0.016743367,-0.062868449,0.077522977,-0.001774655,-0.01303968,5.5
-0.247556369,0.448758963,0.663846088,0.117284973,0.368690935,0.061842766,-0.118128923,0.193352715,0.002894585,-0.026596817,-0.023423542,-0.064016145,0.073948445,0.001901699,-0.014148688,5.5
-0.281353151,0.571257614,0.591407584,0.088891977,0.359823603,-0.007945326,0.077627436,0.243277753,-0.015961751,-0.015909939,-0.016456702,-0.072198729,0.075162552,0.005060061,-0.002243352,5.5
-0.278721401,0.544300981,0.603559974,0.07329251,0.390235534,0.029492317,0.025305489,0.276994052,0.010018413,-0.026949884,-0.015134488,-0.072913711,0.076960643,0.003697744,-0.005006,5.5
-0.277162346,0.53898109,0.596352112,0.074822407,0.367442399,-0.018343428,-0.045354279,0.24793598,0.076806363,-0.040927448,-0.016142625,-0.068454067,0.074883346,0.006125053,-0.004484214,5.5
-0.228108545,0.493573582,0.556397304,0.039625989,0.374351545,0.060601333,0.051401203,0.252871164,0.096260831,-0.032475955,-0.009512042,-0.059826194,0.077114363,0.00807765,-0.004201724,5.5
-0.210595751,0.477478294,0.527737618,0.021512437,0.365849017,0.026875957,0.025344924,0.200259545,0.075125777,-0.037183743,-0.008128364,-0.054086076,0.075094045,0.008309057,-0.003215051,5.5
-0.240057692,0.511841306,0.551139705,0.002439883,0.420502209,0.070320361,0.067348074,0.269701217,0.039581469,-0.034491058,-0.002154989,-0.061669851,0.080686951,0.007128346,-0.00697024,5.5
-0.233891983,0.520012656,0.500389565,-0.006363974,0.384049343,0.053154291,0.069277178,0.314901331,0.07514471,-0.045143111,-0.002245846,-0.061904855,0.075759226,0.008221289,-0.005329135,5.5
-0.224869281,0.495728937,0.480217758,-0.035010255,0.404729025,0.054228878,-0.01805026,0.30884826,0.074715753,-0.060059969,-0.003887139,-0.056194619,0.074920651,0.006802615,-0.007575036,5.5
-0.255500867,0.529196775,0.494760487,-0.056982726,0.465827423,0.047831984,-0.003721893,0.302674802,0.155698966,-0.063573389,-0.001890181,-0.052153372,0.079625998,0.003505994,-0.006756718,5.5
-0.244899593,0.51076932,0.504619114,-0.06617922,0.47764463,0.125780287,0.027947191,0.351916934,0.072489658,-0.056182403,0.001057189,-0.05356321,0.07866816,0.003681999,-0.009621732,5.5
-0.262392446,0.535556874,0.479081833,-0.078094768,0.487259721,0.075588609,-0.02630695,0.349142532,0.055533335,-0.06576964,-0.003802898,-0.054336402,0.077173658,0.001471548,-0.008360834,5.5
-0.272269265,0.563501092,0.527878212,-0.062050943,0.501625824,0.075788598,-0.036574572,0.326627091,-0.012047819,-0.059932393,-0.009615835,-0.055661989,0.077873358,0.001814721,-0.007155142,5.5
-0.268660542,0.548956779,0.532648125,-0.062099398,0.504895395,0.045255395,-0.085962445,0.26295073,-0.006949217,-0.062698868,-0.012501091,-0.047958492,0.077237359,-0.002183056,-0.00418069,5.5
-0.279016396,0.558003827,0.542560824,-0.033725381,0.436976467,0.07114035,-0.110675981,0.374222525,0.010692433,-0.071754061,-0.010572682,-0.053600982,0.072810509,0.001897933,-0.006764536,5.5
-0.317330471,0.638867221,0.544597161,-0.036986027,0.456014561,-0.011231764,0.003343447,0.308945859,0.060414125,-0.057994765,-0.006373958,-0.053115025,0.075279193,0.006239663,0.002892166,5.5
-0.332151542,0.654421242,0.586241192,-0.030470796,0.495917991,-0.026033421,0.017867072,0.268444357,0.130291299,-0.055040541,-0.005473876,-0.055507532,0.080995982,0.007993713,0.001812933,5.5
-0.341191301,0.701929035,0.591768517,-0.01656641,0.489911443,-0.063674588,0.077589097,0.230234565,0.031359192,-0.040152663,-0.008757619,-0.060169505,0.079960206,0.008784422,0.003705729,5.5
-0.355930264,0.725541559,0.58480326,-0.00268036,0.457673242,-0.036162753,0.077277303,0.355205961,-0.029115702,-0.044820575,-0.00997978,-0.071576591,0.078795109,0.006467926,0.004869088,5.5
-0.374257751,0.781654252,0.57985171,0.001435773,0.462095566,-0.06088178,0.10371128,0.344058681,-0.016893677,-0.041789963,-0.014532505,-0.068515749,0.078557864,0.004052778,0.000458661,5.5
-0.381875601,0.80611215,0.60574414,0.034490177,0.424885021,-0.060411735,0.032986506,0.386023191,-0.066144025,-0.04408499,-0.024512984,-0.07342662,0.08022931,0.00858482,-9.56E-05,5.5
