type,name,time_units,begin_time,frequency,count,units
signal_4d,"Noraxon MyoMotion-Segments-Upper arm RT-Orientation","s",0.0000,200,5320,""

time,x,y,z,w
0.0000,0.6948081138,-0.2126083341,-0.1988541129,0.6576446023
0.0050,0.694838438,-0.2125352613,-0.1987803563,0.657658481
0.0100,0.694868754,-0.212462186,-0.1987065972,0.6576723519
0.0150,0.6948990617,-0.2123891082,-0.1986328358,0.6576862149
0.0200,0.6949295242,-0.212312788,-0.1985557713,0.6577019402
0.0250,0.6949595345,-0.2122341047,-0.1984764264,0.6577195743
0.0300,0.6949884632,-0.2121539696,-0.1983959428,0.6577391421
0.0350,0.6950156761,-0.2120732877,-0.1983155422,0.6577606528
0.0400,0.6950405484,-0.2119929216,-0.1982364842,0.6577841086
0.0450,0.6950624822,-0.2119136579,-0.1981600269,0.6578095098
0.0500,0.6950809258,-0.2118361783,-0.1980873962,0.6578368519
0.0550,0.6950953909,-0.2117610456,-0.1980197642,0.6578661186
0.0600,0.6951054695,-0.2116887018,-0.1979582264,0.6578972719
0.0650,0.6951108507,-0.2116194694,-0.1979037779,0.6579302395
0.0700,0.6951113324,-0.2115535501,-0.1978572919,0.6579649102
0.0750,0.6951068237,-0.2114910246,-0.1978194987,0.6580011368
0.0800,0.6950973388,-0.2114318598,-0.1977909633,0.6580387474
0.0850,0.6950829825,-0.2113759288,-0.1977720617,0.6580775606
0.0900,0.6950639393,-0.2113230374,-0.19776296,0.6581173952
0.0950,0.6950404682,-0.211272951,-0.1977636031,0.65815807
0.1000,0.6950129005,-0.2112254188,-0.197773718,0.6581993977
0.1050,0.6949816333,-0.211180199,-0.1977928336,0.6582411776
0.1100,0.6949471182,-0.2111370866,-0.197820314,0.658283189
0.1150,0.694909848,-0.2110959286,-0.1978553993,0.6583251879
0.1200,0.6948703415,-0.2110566276,-0.197897246,0.6583669102
0.1250,0.6948291292,-0.2110191388,-0.197944957,0.6584080789
0.1300,0.6947867426,-0.2109834688,-0.1979976038,0.6584484088
0.1350,0.694743711,-0.2109496674,-0.1980542464,0.6584876076
0.1400,0.694700558,-0.2109178106,-0.1981139581,0.6585253765
0.1450,0.6946577911,-0.2108879824,-0.1981758522,0.6585614198
0.1500,0.6946158878,-0.2108602634,-0.1982391019,0.6585954572
0.1550,0.6945340501,-0.2107840528,-0.1983358447,0.6586770294
